id,gamePk,gameDate,status,awayTeam,awayShort,homeTeam,homeShort,awayScore,homeScore,venue,officialDate,displayTime
mlb-823208,823208,2026-06-24,SCHEDULED,Athletics,ATH,San Francisco Giants,SF,0,0,Oracle Park,2026-06-25T01:45:00Z,2026-06-25T01:45:00Z
mlb-822961,822961,2026-06-25,SCHEDULED,Kansas City Royals,KC,Tampa Bay Rays,TB,0,0,Tropicana Field,2026-06-25T16:10:00Z,2026-06-25T16:10:00Z
mlb-823366,823366,2026-06-25,SCHEDULED,Seattle Mariners,SEA,Pittsburgh Pirates,PIT,0,0,PNC Park,2026-06-25T16:35:00Z,2026-06-25T16:35:00Z
mlb-823209,823209,2026-06-25,SCHEDULED,Athletics,ATH,San Francisco Giants,SF,0,0,Oracle Park,2026-06-25T19:45:00Z,2026-06-25T19:45:00Z
mlb-824258,824258,2026-06-25,SCHEDULED,Houston Astros,HOU,Detroit Tigers,DET,0,0,Comerica Park,2026-06-25T22:40:00Z,2026-06-25T22:40:00Z
mlb-822717,822717,2026-06-25,SCHEDULED,Philadelphia Phillies,PHI,Washington Nationals,WSH,0,0,Nationals Park,2026-06-25T22:45:00Z,2026-06-25T22:45:00Z
mlb-822797,822797,2026-06-25,SCHEDULED,Texas Rangers,TEX,Toronto Blue Jays,TOR,0,0,Rogers Centre,2026-06-25T23:07:00Z,2026-06-25T23:07:00Z
mlb-823612,823612,2026-06-25,SCHEDULED,Chicago Cubs,CHC,New York Mets,NYM,0,0,Citi Field,2026-06-25T23:10:00Z,2026-06-25T23:10:00Z
mlb-824747,824747,2026-06-25,SCHEDULED,New York Yankees,NYY,Boston Red Sox,BOS,0,0,Fenway Park,2026-06-25T23:10:00Z,2026-06-25T23:10:00Z
mlb-823042,823042,2026-06-25,SCHEDULED,Arizona Diamondbacks,ARI,St. Louis Cardinals,STL,0,0,Busch Stadium,2026-06-25T23:45:00Z,2026-06-25T23:45:00Z
mlb-823363,823363,2026-06-26,SCHEDULED,Cincinnati Reds,CIN,Pittsburgh Pirates,PIT,0,0,PNC Park,2026-06-26T22:40:00Z,2026-06-26T22:40:00Z
mlb-824255,824255,2026-06-26,SCHEDULED,Houston Astros,HOU,Detroit Tigers,DET,0,0,Comerica Park,2026-06-26T22:40:00Z,2026-06-26T22:40:00Z
mlb-824824,824824,2026-06-26,SCHEDULED,Washington Nationals,WSH,Baltimore Orioles,BAL,0,0,Oriole Park at Camden Yards,2026-06-26T23:05:00Z,2026-06-26T23:05:00Z
mlb-822796,822796,2026-06-26,SCHEDULED,Texas Rangers,TEX,Toronto Blue Jays,TOR,0,0,Rogers Centre,2026-06-26T23:07:00Z,2026-06-26T23:07:00Z
mlb-822962,822962,2026-06-26,SCHEDULED,Arizona Diamondbacks,ARI,Tampa Bay Rays,TB,0,0,Tropicana Field,2026-06-26T23:10:00Z,2026-06-26T23:10:00Z
mlb-823610,823610,2026-06-26,SCHEDULED,Philadelphia Phillies,PHI,New York Mets,NYM,0,0,Citi Field,2026-06-26T23:10:00Z,2026-06-26T23:10:00Z
mlb-824423,824423,2026-06-26,SCHEDULED,Seattle Mariners,SEA,Cleveland Guardians,CLE,0,0,Progressive Field,2026-06-26T23:10:00Z,2026-06-26T23:10:00Z
mlb-824743,824743,2026-06-26,SCHEDULED,New York Yankees,NYY,Boston Red Sox,BOS,0,0,Fenway Park,2026-06-26T23:10:00Z,2026-06-26T23:10:00Z
mlb-824582,824582,2026-06-26,SCHEDULED,Kansas City Royals,KC,Chicago White Sox,CWS,0,0,Rate Field,2026-06-26T23:40:00Z,2026-06-26T23:40:00Z
mlb-823773,823773,2026-06-26,SCHEDULED,Chicago Cubs,CHC,Milwaukee Brewers,MIL,0,0,American Family Field,2026-06-26T23:45:00Z,2026-06-26T23:45:00Z
mlb-823688,823688,2026-06-26,SCHEDULED,Colorado Rockies,COL,Minnesota Twins,MIN,0,0,Target Field,2026-06-27T00:10:00Z,2026-06-27T00:10:00Z
mlb-823039,823039,2026-06-26,SCHEDULED,Miami Marlins,MIA,St. Louis Cardinals,STL,0,0,Busch Stadium,2026-06-27T00:15:00Z,2026-06-27T00:15:00Z
mlb-824014,824014,2026-06-26,SCHEDULED,Athletics,ATH,Los Angeles Angels,LAA,0,0,Angel Stadium,2026-06-27T01:38:00Z,2026-06-27T01:38:00Z
mlb-823285,823285,2026-06-26,SCHEDULED,Los Angeles Dodgers,LAD,San Diego Padres,SD,0,0,Petco Park,2026-06-27T01:45:00Z,2026-06-27T01:45:00Z
mlb-823206,823206,2026-06-26,SCHEDULED,Atlanta Braves,ATL,San Francisco Giants,SF,0,0,Oracle Park,2026-06-27T02:15:00Z,2026-06-27T02:15:00Z
mlb-824257,824257,2026-06-27,SCHEDULED,Houston Astros,HOU,Detroit Tigers,DET,0,0,Comerica Park,2026-06-27T17:10:00Z,2026-06-27T17:10:00Z
mlb-824745,824745,2026-06-27,SCHEDULED,New York Yankees,NYY,Boston Red Sox,BOS,0,0,Fenway Park,2026-06-27T17:10:00Z,2026-06-27T17:10:00Z
mlb-822794,822794,2026-06-27,SCHEDULED,Texas Rangers,TEX,Toronto Blue Jays,TOR,0,0,Rogers Centre,2026-06-27T19:07:00Z,2026-06-27T19:07:00Z
mlb-823364,823364,2026-06-27,SCHEDULED,Cincinnati Reds,CIN,Pittsburgh Pirates,PIT,0,0,PNC Park,2026-06-27T20:05:00Z,2026-06-27T20:05:00Z
mlb-823609,823609,2026-06-27,SCHEDULED,Philadelphia Phillies,PHI,New York Mets,NYM,0,0,Citi Field,2026-06-27T20:10:00Z,2026-06-27T20:10:00Z
mlb-824581,824581,2026-06-27,SCHEDULED,Kansas City Royals,KC,Chicago White Sox,CWS,0,0,Rate Field,2026-06-27T20:10:00Z,2026-06-27T20:10:00Z
mlb-822960,822960,2026-06-27,SCHEDULED,Arizona Diamondbacks,ARI,Tampa Bay Rays,TB,0,0,Tropicana Field,2026-06-27T22:10:00Z,2026-06-27T22:10:00Z
mlb-824825,824825,2026-06-27,SCHEDULED,Washington Nationals,WSH,Baltimore Orioles,BAL,0,0,Oriole Park at Camden Yards,2026-06-27T23:05:00Z,2026-06-27T23:05:00Z
mlb-823689,823689,2026-06-27,SCHEDULED,Colorado Rockies,COL,Minnesota Twins,MIN,0,0,Target Field,2026-06-27T23:10:00Z,2026-06-27T23:10:00Z
mlb-823770,823770,2026-06-27,SCHEDULED,Chicago Cubs,CHC,Milwaukee Brewers,MIL,0,0,American Family Field,2026-06-27T23:10:00Z,2026-06-27T23:10:00Z
mlb-824421,824421,2026-06-27,SCHEDULED,Seattle Mariners,SEA,Cleveland Guardians,CLE,0,0,Progressive Field,2026-06-27T23:10:00Z,2026-06-27T23:10:00Z
mlb-823038,823038,2026-06-27,SCHEDULED,Miami Marlins,MIA,St. Louis Cardinals,STL,0,0,Busch Stadium,2026-06-27T23:15:00Z,2026-06-27T23:15:00Z
mlb-823283,823283,2026-06-27,SCHEDULED,Los Angeles Dodgers,LAD,San Diego Padres,SD,0,0,Petco Park,2026-06-28T00:40:00Z,2026-06-28T00:40:00Z
mlb-823207,823207,2026-06-27,SCHEDULED,Atlanta Braves,ATL,San Francisco Giants,SF,0,0,Oracle Park,2026-06-28T01:05:00Z,2026-06-28T01:05:00Z
mlb-824015,824015,2026-06-27,SCHEDULED,Athletics,ATH,Los Angeles Angels,LAA,0,0,Angel Stadium,2026-06-28T01:38:00Z,2026-06-28T01:38:00Z
mlb-823362,823362,2026-06-28,SCHEDULED,Cincinnati Reds,CIN,Pittsburgh Pirates,PIT,0,0,PNC Park,2026-06-28T17:35:00Z,2026-06-28T17:35:00Z
mlb-824821,824821,2026-06-28,SCHEDULED,Washington Nationals,WSH,Baltimore Orioles,BAL,0,0,Oriole Park at Camden Yards,2026-06-28T17:35:00Z,2026-06-28T17:35:00Z
mlb-822795,822795,2026-06-28,SCHEDULED,Texas Rangers,TEX,Toronto Blue Jays,TOR,0,0,Rogers Centre,2026-06-28T17:37:00Z,2026-06-28T17:37:00Z
mlb-822959,822959,2026-06-28,SCHEDULED,Arizona Diamondbacks,ARI,Tampa Bay Rays,TB,0,0,Tropicana Field,2026-06-28T17:40:00Z,2026-06-28T17:40:00Z
mlb-823608,823608,2026-06-28,SCHEDULED,Philadelphia Phillies,PHI,New York Mets,NYM,0,0,Citi Field,2026-06-28T17:40:00Z,2026-06-28T17:40:00Z
mlb-824256,824256,2026-06-28,SCHEDULED,Houston Astros,HOU,Detroit Tigers,DET,0,0,Comerica Park,2026-06-28T17:40:00Z,2026-06-28T17:40:00Z
mlb-824422,824422,2026-06-28,SCHEDULED,Seattle Mariners,SEA,Cleveland Guardians,CLE,0,0,Progressive Field,2026-06-28T17:40:00Z,2026-06-28T17:40:00Z
mlb-823686,823686,2026-06-28,SCHEDULED,Colorado Rockies,COL,Minnesota Twins,MIN,0,0,Target Field,2026-06-28T18:10:00Z,2026-06-28T18:10:00Z
mlb-823769,823769,2026-06-28,SCHEDULED,Chicago Cubs,CHC,Milwaukee Brewers,MIL,0,0,American Family Field,2026-06-28T18:10:00Z,2026-06-28T18:10:00Z
mlb-824580,824580,2026-06-28,SCHEDULED,Kansas City Royals,KC,Chicago White Sox,CWS,0,0,Rate Field,2026-06-28T18:10:00Z,2026-06-28T18:10:00Z
mlb-823037,823037,2026-06-28,SCHEDULED,Miami Marlins,MIA,St. Louis Cardinals,STL,0,0,Busch Stadium,2026-06-28T18:15:00Z,2026-06-28T18:15:00Z
mlb-824011,824011,2026-06-28,SCHEDULED,Athletics,ATH,Los Angeles Angels,LAA,0,0,Angel Stadium,2026-06-28T19:15:00Z,2026-06-28T19:15:00Z
mlb-823204,823204,2026-06-28,SCHEDULED,Atlanta Braves,ATL,San Francisco Giants,SF,0,0,Oracle Park,2026-06-28T20:05:00Z,2026-06-28T20:05:00Z
mlb-823281,823281,2026-06-28,SCHEDULED,Los Angeles Dodgers,LAD,San Diego Padres,SD,0,0,Petco Park,2026-06-28T20:10:00Z,2026-06-28T20:10:00Z
mlb-824744,824744,2026-06-28,SCHEDULED,New York Yankees,NYY,Boston Red Sox,BOS,0,0,Fenway Park,2026-06-28T23:20:00Z,2026-06-28T23:20:00Z
mlb-824822,824822,2026-06-29,SCHEDULED,Chicago White Sox,CWS,Baltimore Orioles,BAL,0,0,Oriole Park at Camden Yards,2026-06-29T22:35:00Z,2026-06-29T22:35:00Z
mlb-823444,823444,2026-06-29,SCHEDULED,Pittsburgh Pirates,PIT,Philadelphia Phillies,PHI,0,0,Citizens Bank Park,2026-06-29T22:40:00Z,2026-06-29T22:40:00Z
mlb-823529,823529,2026-06-29,SCHEDULED,Detroit Tigers,DET,New York Yankees,NYY,0,0,Yankee Stadium,2026-06-29T23:05:00Z,2026-06-29T23:05:00Z
mlb-822792,822792,2026-06-29,SCHEDULED,New York Mets,NYM,Toronto Blue Jays,TOR,0,0,Rogers Centre,2026-06-29T23:07:00Z,2026-06-29T23:07:00Z
mlb-824420,824420,2026-06-29,SCHEDULED,Texas Rangers,TEX,Cleveland Guardians,CLE,0,0,Progressive Field,2026-06-29T23:10:00Z,2026-06-29T23:10:00Z
mlb-824741,824741,2026-06-29,SCHEDULED,Washington Nationals,WSH,Boston Red Sox,BOS,0,0,Fenway Park,2026-06-29T23:10:00Z,2026-06-29T23:10:00Z
mlb-823771,823771,2026-06-29,SCHEDULED,Cincinnati Reds,CIN,Milwaukee Brewers,MIL,0,0,American Family Field,2026-06-29T23:40:00Z,2026-06-29T23:40:00Z
mlb-824662,824662,2026-06-29,SCHEDULED,San Diego Padres,SD,Chicago Cubs,CHC,0,0,Wrigley Field,2026-06-30T00:05:00Z,2026-06-30T00:05:00Z
mlb-824176,824176,2026-06-29,SCHEDULED,Minnesota Twins,MIN,Houston Astros,HOU,0,0,Daikin Park,2026-06-30T00:10:00Z,2026-06-30T00:10:00Z
mlb-824339,824339,2026-06-29,SCHEDULED,Miami Marlins,MIA,Colorado Rockies,COL,0,0,Coors Field,2026-06-30T00:40:00Z,2026-06-30T00:40:00Z
mlb-823121,823121,2026-06-29,SCHEDULED,Los Angeles Angels,LAA,Seattle Mariners,SEA,0,0,T-Mobile Park,2026-06-30T01:40:00Z,2026-06-30T01:40:00Z
mlb-824986,824986,2026-06-29,SCHEDULED,Los Angeles Dodgers,LAD,Athletics,ATH,0,0,Sutter Health Park,2026-06-30T01:40:00Z,2026-06-30T01:40:00Z
mlb-825065,825065,2026-06-29,SCHEDULED,San Francisco Giants,SF,Arizona Diamondbacks,ARI,0,0,Chase Field,2026-06-30T01:40:00Z,2026-06-30T01:40:00Z
mlb-824819,824819,2026-06-30,SCHEDULED,Chicago White Sox,CWS,Baltimore Orioles,BAL,0,0,Oriole Park at Camden Yards,2026-06-30T22:35:00Z,2026-06-30T22:35:00Z
mlb-823445,823445,2026-06-30,SCHEDULED,Pittsburgh Pirates,PIT,Philadelphia Phillies,PHI,0,0,Citizens Bank Park,2026-06-30T22:40:00Z,2026-06-30T22:40:00Z
mlb-824418,824418,2026-06-30,SCHEDULED,Texas Rangers,TEX,Cleveland Guardians,CLE,0,0,Progressive Field,2026-06-30T22:40:00Z,2026-06-30T22:40:00Z
mlb-823528,823528,2026-06-30,SCHEDULED,Detroit Tigers,DET,New York Yankees,NYY,0,0,Yankee Stadium,2026-06-30T23:05:00Z,2026-06-30T23:05:00Z
mlb-822793,822793,2026-06-30,SCHEDULED,New York Mets,NYM,Toronto Blue Jays,TOR,0,0,Rogers Centre,2026-06-30T23:07:00Z,2026-06-30T23:07:00Z
mlb-824742,824742,2026-06-30,SCHEDULED,Washington Nationals,WSH,Boston Red Sox,BOS,0,0,Fenway Park,2026-06-30T23:10:00Z,2026-06-30T23:10:00Z
mlb-824907,824907,2026-06-30,SCHEDULED,St. Louis Cardinals,STL,Atlanta Braves,ATL,0,0,Truist Park,2026-06-30T23:15:00Z,2026-06-30T23:15:00Z
mlb-823768,823768,2026-06-30,SCHEDULED,Cincinnati Reds,CIN,Milwaukee Brewers,MIL,0,0,American Family Field,2026-06-30T23:40:00Z,2026-06-30T23:40:00Z
mlb-824096,824096,2026-06-30,SCHEDULED,Tampa Bay Rays,TB,Kansas City Royals,KC,0,0,Kauffman Stadium,2026-06-30T23:40:00Z,2026-06-30T23:40:00Z
mlb-824661,824661,2026-06-30,SCHEDULED,San Diego Padres,SD,Chicago Cubs,CHC,0,0,Wrigley Field,2026-07-01T00:05:00Z,2026-07-01T00:05:00Z
mlb-824175,824175,2026-06-30,SCHEDULED,Minnesota Twins,MIN,Houston Astros,HOU,0,0,Daikin Park,2026-07-01T00:10:00Z,2026-07-01T00:10:00Z
mlb-824338,824338,2026-06-30,SCHEDULED,Miami Marlins,MIA,Colorado Rockies,COL,0,0,Coors Field,2026-07-01T00:40:00Z,2026-07-01T00:40:00Z
mlb-823122,823122,2026-06-30,SCHEDULED,Los Angeles Angels,LAA,Seattle Mariners,SEA,0,0,T-Mobile Park,2026-07-01T01:40:00Z,2026-07-01T01:40:00Z
mlb-824984,824984,2026-06-30,SCHEDULED,Los Angeles Dodgers,LAD,Athletics,ATH,0,0,Sutter Health Park,2026-07-01T01:40:00Z,2026-07-01T01:40:00Z
mlb-825066,825066,2026-06-30,SCHEDULED,San Francisco Giants,SF,Arizona Diamondbacks,ARI,0,0,Chase Field,2026-07-01T01:40:00Z,2026-07-01T01:40:00Z
mlb-824818,824818,2026-07-01,SCHEDULED,Chicago White Sox,CWS,Baltimore Orioles,BAL,0,0,Oriole Park at Camden Yards,2026-07-01T16:35:00Z,2026-07-01T16:35:00Z
mlb-824419,824419,2026-07-01,SCHEDULED,Texas Rangers,TEX,Cleveland Guardians,CLE,0,0,Progressive Field,2026-07-01T17:10:00Z,2026-07-01T17:10:00Z
mlb-823530,823530,2026-07-01,SCHEDULED,Detroit Tigers,DET,New York Yankees,NYY,0,0,Yankee Stadium,2026-07-01T17:35:00Z,2026-07-01T17:35:00Z
mlb-824740,824740,2026-07-01,SCHEDULED,Washington Nationals,WSH,Boston Red Sox,BOS,0,0,Fenway Park,2026-07-01T17:35:00Z,2026-07-01T17:35:00Z
mlb-824660,824660,2026-07-01,SCHEDULED,San Diego Padres,SD,Chicago Cubs,CHC,0,0,Wrigley Field,2026-07-01T18:20:00Z,2026-07-01T18:20:00Z
mlb-822791,822791,2026-07-01,SCHEDULED,New York Mets,NYM,Toronto Blue Jays,TOR,0,0,Rogers Centre,2026-07-01T19:07:00Z,2026-07-01T19:07:00Z
mlb-823446,823446,2026-07-01,SCHEDULED,Pittsburgh Pirates,PIT,Philadelphia Phillies,PHI,0,0,Citizens Bank Park,2026-07-01T22:40:00Z,2026-07-01T22:40:00Z
mlb-824905,824905,2026-07-01,SCHEDULED,St. Louis Cardinals,STL,Atlanta Braves,ATL,0,0,Truist Park,2026-07-01T23:15:00Z,2026-07-01T23:15:00Z
mlb-824094,824094,2026-07-01,SCHEDULED,Tampa Bay Rays,TB,Kansas City Royals,KC,0,0,Kauffman Stadium,2026-07-01T23:40:00Z,2026-07-01T23:40:00Z
mlb-823767,823767,2026-07-01,SCHEDULED,Cincinnati Reds,CIN,Milwaukee Brewers,MIL,0,0,American Family Field,2026-07-02T00:10:00Z,2026-07-02T00:10:00Z
mlb-824174,824174,2026-07-01,SCHEDULED,Minnesota Twins,MIN,Houston Astros,HOU,0,0,Daikin Park,2026-07-02T00:10:00Z,2026-07-02T00:10:00Z
mlb-824337,824337,2026-07-01,SCHEDULED,Miami Marlins,MIA,Colorado Rockies,COL,0,0,Coors Field,2026-07-02T00:40:00Z,2026-07-02T00:40:00Z
mlb-824985,824985,2026-07-01,SCHEDULED,Los Angeles Dodgers,LAD,Athletics,ATH,0,0,Sutter Health Park,2026-07-02T01:40:00Z,2026-07-02T01:40:00Z
mlb-825064,825064,2026-07-01,SCHEDULED,San Francisco Giants,SF,Arizona Diamondbacks,ARI,0,0,Chase Field,2026-07-02T01:40:00Z,2026-07-02T01:40:00Z
mlb-823442,823442,2026-07-02,SCHEDULED,Pittsburgh Pirates,PIT,Philadelphia Phillies,PHI,0,0,Citizens Bank Park,2026-07-02T16:35:00Z,2026-07-02T16:35:00Z
mlb-823765,823765,2026-07-02,SCHEDULED,Cincinnati Reds,CIN,Milwaukee Brewers,MIL,0,0,American Family Field,2026-07-02T18:10:00Z,2026-07-02T18:10:00Z
mlb-824335,824335,2026-07-02,SCHEDULED,Miami Marlins,MIA,Colorado Rockies,COL,0,0,Coors Field,2026-07-02T19:10:00Z,2026-07-02T19:10:00Z
mlb-824416,824416,2026-07-02,SCHEDULED,Chicago White Sox,CWS,Cleveland Guardians,CLE,0,0,Progressive Field,2026-07-02T22:40:00Z,2026-07-02T22:40:00Z
mlb-824906,824906,2026-07-02,SCHEDULED,St. Louis Cardinals,STL,Atlanta Braves,ATL,0,0,Truist Park,2026-07-02T23:15:00Z,2026-07-02T23:15:00Z
mlb-824093,824093,2026-07-02,SCHEDULED,Tampa Bay Rays,TB,Kansas City Royals,KC,0,0,Kauffman Stadium,2026-07-02T23:40:00Z,2026-07-02T23:40:00Z
mlb-822884,822884,2026-07-02,SCHEDULED,Detroit Tigers,DET,Texas Rangers,TEX,0,0,Globe Life Field,2026-07-03T00:05:00Z,2026-07-03T00:05:00Z
mlb-823119,823119,2026-07-02,SCHEDULED,Los Angeles Angels,LAA,Seattle Mariners,SEA,0,0,T-Mobile Park,2026-07-03T01:40:00Z,2026-07-03T01:40:00Z
mlb-823935,823935,2026-07-02,SCHEDULED,San Diego Padres,SD,Los Angeles Dodgers,LAD,0,0,UNIQLO Field at Dodger Stadium,2026-07-03T02:10:00Z,2026-07-03T02:10:00Z
mlb-824659,824659,2026-07-03,SCHEDULED,St. Louis Cardinals,STL,Chicago Cubs,CHC,0,0,Wrigley Field,2026-07-03T20:05:00Z,2026-07-03T20:05:00Z
mlb-822714,822714,2026-07-03,SCHEDULED,Pittsburgh Pirates,PIT,Washington Nationals,WSH,0,0,Nationals Park,2026-07-03T22:45:00Z,2026-07-03T22:45:00Z
mlb-823527,823527,2026-07-03,SCHEDULED,Minnesota Twins,MIN,New York Yankees,NYY,0,0,Yankee Stadium,2026-07-03T23:05:00Z,2026-07-03T23:05:00Z
mlb-824417,824417,2026-07-03,SCHEDULED,Chicago White Sox,CWS,Cleveland Guardians,CLE,0,0,Progressive Field,2026-07-03T23:10:00Z,2026-07-03T23:10:00Z
mlb-824498,824498,2026-07-03,SCHEDULED,Baltimore Orioles,BAL,Cincinnati Reds,CIN,0,0,Great American Ball Park,2026-07-03T23:10:00Z,2026-07-03T23:10:00Z
mlb-824904,824904,2026-07-03,SCHEDULED,New York Mets,NYM,Atlanta Braves,ATL,0,0,Truist Park,2026-07-03T23:15:00Z,2026-07-03T23:15:00Z
mlb-824173,824173,2026-07-03,SCHEDULED,Tampa Bay Rays,TB,Houston Astros,HOU,0,0,Daikin Park,2026-07-04T00:10:00Z,2026-07-04T00:10:00Z
mlb-824336,824336,2026-07-03,SCHEDULED,San Francisco Giants,SF,Colorado Rockies,COL,0,0,Coors Field,2026-07-04T00:10:00Z,2026-07-04T00:10:00Z
mlb-824013,824013,2026-07-03,SCHEDULED,Boston Red Sox,BOS,Los Angeles Angels,LAA,0,0,Angel Stadium,2026-07-04T01:38:00Z,2026-07-04T01:38:00Z
mlb-824982,824982,2026-07-03,SCHEDULED,Miami Marlins,MIA,Athletics,ATH,0,0,Sutter Health Park,2026-07-04T01:40:00Z,2026-07-04T01:40:00Z
mlb-825062,825062,2026-07-03,SCHEDULED,Milwaukee Brewers,MIL,Arizona Diamondbacks,ARI,0,0,Chase Field,2026-07-04T01:40:00Z,2026-07-04T01:40:00Z
mlb-823120,823120,2026-07-03,SCHEDULED,Toronto Blue Jays,TOR,Seattle Mariners,SEA,0,0,T-Mobile Park,2026-07-04T02:10:00Z,2026-07-04T02:10:00Z
mlb-823933,823933,2026-07-03,SCHEDULED,San Diego Padres,SD,Los Angeles Dodgers,LAD,0,0,UNIQLO Field at Dodger Stadium,2026-07-04T02:10:00Z,2026-07-04T02:10:00Z
mlb-822716,822716,2026-07-04,SCHEDULED,Pittsburgh Pirates,PIT,Washington Nationals,WSH,0,0,Nationals Park,2026-07-04T15:05:00Z,2026-07-04T15:05:00Z
mlb-823526,823526,2026-07-04,SCHEDULED,Minnesota Twins,MIN,New York Yankees,NYY,0,0,Yankee Stadium,2026-07-04T17:35:00Z,2026-07-04T17:35:00Z
mlb-822882,822882,2026-07-04,SCHEDULED,Detroit Tigers,DET,Texas Rangers,TEX,0,0,Globe Life Field,2026-07-04T20:05:00Z,2026-07-04T20:05:00Z
mlb-823118,823118,2026-07-04,SCHEDULED,Toronto Blue Jays,TOR,Seattle Mariners,SEA,0,0,T-Mobile Park,2026-07-04T20:10:00Z,2026-07-04T20:10:00Z
mlb-824171,824171,2026-07-04,SCHEDULED,Tampa Bay Rays,TB,Houston Astros,HOU,0,0,Daikin Park,2026-07-04T23:10:00Z,2026-07-04T23:10:00Z
mlb-824415,824415,2026-07-04,SCHEDULED,Chicago White Sox,CWS,Cleveland Guardians,CLE,0,0,Progressive Field,2026-07-04T23:10:00Z,2026-07-04T23:10:00Z
mlb-824499,824499,2026-07-04,SCHEDULED,Baltimore Orioles,BAL,Cincinnati Reds,CIN,0,0,Great American Ball Park,2026-07-04T23:10:00Z,2026-07-04T23:10:00Z
mlb-824658,824658,2026-07-04,SCHEDULED,St. Louis Cardinals,STL,Chicago Cubs,CHC,0,0,Wrigley Field,2026-07-05T00:08:00Z,2026-07-05T00:08:00Z
mlb-824903,824903,2026-07-04,SCHEDULED,New York Mets,NYM,Atlanta Braves,ATL,0,0,Truist Park,2026-07-05T00:08:00Z,2026-07-05T00:08:00Z
mlb-824092,824092,2026-07-04,SCHEDULED,Philadelphia Phillies,PHI,Kansas City Royals,KC,0,0,Kauffman Stadium,2026-07-05T00:10:00Z,2026-07-05T00:10:00Z
mlb-824334,824334,2026-07-04,SCHEDULED,San Francisco Giants,SF,Colorado Rockies,COL,0,0,Coors Field,2026-07-05T00:10:00Z,2026-07-05T00:10:00Z
mlb-824012,824012,2026-07-04,SCHEDULED,Boston Red Sox,BOS,Los Angeles Angels,LAA,0,0,Angel Stadium,2026-07-05T01:38:00Z,2026-07-05T01:38:00Z
mlb-824983,824983,2026-07-04,SCHEDULED,Miami Marlins,MIA,Athletics,ATH,0,0,Sutter Health Park,2026-07-05T01:40:00Z,2026-07-05T01:40:00Z
mlb-825063,825063,2026-07-04,SCHEDULED,Milwaukee Brewers,MIL,Arizona Diamondbacks,ARI,0,0,Chase Field,2026-07-05T01:40:00Z,2026-07-05T01:40:00Z
mlb-823932,823932,2026-07-04,SCHEDULED,San Diego Padres,SD,Los Angeles Dodgers,LAD,0,0,UNIQLO Field at Dodger Stadium,2026-07-05T02:10:00Z,2026-07-05T02:10:00Z
mlb-824902,824902,2026-07-05,SCHEDULED,New York Mets,NYM,Atlanta Braves,ATL,0,0,Truist Park,2026-07-05T16:30:00Z,2026-07-05T16:30:00Z
mlb-822715,822715,2026-07-05,SCHEDULED,Pittsburgh Pirates,PIT,Washington Nationals,WSH,0,0,Nationals Park,2026-07-05T17:00:00Z,2026-07-05T17:00:00Z
mlb-824497,824497,2026-07-05,SCHEDULED,Baltimore Orioles,BAL,Cincinnati Reds,CIN,0,0,Great American Ball Park,2026-07-05T17:05:00Z,2026-07-05T17:05:00Z
mlb-823525,823525,2026-07-05,SCHEDULED,Minnesota Twins,MIN,New York Yankees,NYY,0,0,Yankee Stadium,2026-07-05T17:35:00Z,2026-07-05T17:35:00Z
mlb-824413,824413,2026-07-05,SCHEDULED,Chicago White Sox,CWS,Cleveland Guardians,CLE,0,0,Progressive Field,2026-07-05T18:00:00Z,2026-07-05T18:00:00Z
mlb-824656,824656,2026-07-05,SCHEDULED,St. Louis Cardinals,STL,Chicago Cubs,CHC,0,0,Wrigley Field,2026-07-05T18:30:00Z,2026-07-05T18:30:00Z
mlb-824091,824091,2026-07-05,SCHEDULED,Philadelphia Phillies,PHI,Kansas City Royals,KC,0,0,Kauffman Stadium,2026-07-05T19:00:00Z,2026-07-05T19:00:00Z
mlb-822879,822879,2026-07-05,SCHEDULED,Detroit Tigers,DET,Texas Rangers,TEX,0,0,Globe Life Field,2026-07-05T19:30:00Z,2026-07-05T19:30:00Z
mlb-824172,824172,2026-07-05,SCHEDULED,Tampa Bay Rays,TB,Houston Astros,HOU,0,0,Daikin Park,2026-07-05T19:30:00Z,2026-07-05T19:30:00Z
mlb-824333,824333,2026-07-05,SCHEDULED,San Francisco Giants,SF,Colorado Rockies,COL,0,0,Coors Field,2026-07-05T20:00:00Z,2026-07-05T20:00:00Z
mlb-825061,825061,2026-07-05,SCHEDULED,Milwaukee Brewers,MIL,Arizona Diamondbacks,ARI,0,0,Chase Field,2026-07-05T20:10:00Z,2026-07-05T20:10:00Z
mlb-824980,824980,2026-07-05,SCHEDULED,Miami Marlins,MIA,Athletics,ATH,0,0,Sutter Health Park,2026-07-05T20:30:00Z,2026-07-05T20:30:00Z
mlb-823117,823117,2026-07-05,SCHEDULED,Toronto Blue Jays,TOR,Seattle Mariners,SEA,0,0,T-Mobile Park,2026-07-05T21:00:00Z,2026-07-05T21:00:00Z
mlb-823931,823931,2026-07-05,SCHEDULED,San Diego Padres,SD,Los Angeles Dodgers,LAD,0,0,UNIQLO Field at Dodger Stadium,2026-07-05T23:20:00Z,2026-07-05T23:20:00Z
mlb-824010,824010,2026-07-05,SCHEDULED,Boston Red Sox,BOS,Los Angeles Angels,LAA,0,0,Angel Stadium,2026-07-06T01:30:00Z,2026-07-06T01:30:00Z
