id,gamePk,gameDate,status,awayTeam,awayShort,homeTeam,homeShort,awayScore,homeScore,venue,officialDate,displayTime
mlb-831475,831475,2026-03-01,SCHEDULED,Miami Marlins,MIA,Washington Nationals,WSH,0,0,CACTI Park of the Palm Beaches,2026-03-01T18:05:00Z,2026-03-01T18:05:00Z
mlb-831477,831477,2026-03-01,SCHEDULED,Pittsburgh Pirates,PIT,St. Louis Cardinals,STL,0,0,Roger Dean Chevrolet Stadium,2026-03-01T18:05:00Z,2026-03-01T18:05:00Z
mlb-831531,831531,2026-03-01,SCHEDULED,Atlanta Braves,ATL,Minnesota Twins,MIN,0,0,Lee Health Sports Complex,2026-03-01T18:05:00Z,2026-03-01T18:05:00Z
mlb-831578,831578,2026-03-01,SCHEDULED,New York Yankees,NYY,Philadelphia Phillies,PHI,0,0,BayCare Ballpark,2026-03-01T18:05:00Z,2026-03-01T18:05:00Z
mlb-831585,831585,2026-03-01,SCHEDULED,Tampa Bay Rays,TB,Atlanta Braves,ATL,0,0,CoolToday Park,2026-03-01T18:05:00Z,2026-03-01T18:05:00Z
mlb-831638,831638,2026-03-01,SCHEDULED,Baltimore Orioles,BAL,Boston Red Sox,BOS,0,0,JetBlue Park,2026-03-01T18:05:00Z,2026-03-01T18:05:00Z
mlb-831639,831639,2026-03-01,SCHEDULED,Toronto Blue Jays,TOR,Detroit Tigers,DET,0,0,Publix Field at Joker Marchant Stadium,2026-03-01T18:05:00Z,2026-03-01T18:05:00Z
mlb-831579,831579,2026-03-01,SCHEDULED,Houston Astros,HOU,New York Mets,NYM,0,0,Clover Park,2026-03-01T18:10:00Z,2026-03-01T18:10:00Z
mlb-831768,831768,2026-03-01,SCHEDULED,San Diego Padres,SD,San Francisco Giants,SF,0,0,Scottsdale Stadium,2026-03-01T20:05:00Z,2026-03-01T20:05:00Z
mlb-831794,831794,2026-03-01,SCHEDULED,Milwaukee Brewers,MIL,Kansas City Royals,KC,0,0,Surprise Stadium,2026-03-01T20:05:00Z,2026-03-01T20:05:00Z
mlb-831827,831827,2026-03-01,SCHEDULED,Los Angeles Angels,LAA,Los Angeles Dodgers,LAD,0,0,Camelback Ranch,2026-03-01T20:05:00Z,2026-03-01T20:05:00Z
mlb-831867,831867,2026-03-01,SCHEDULED,Colorado Rockies,COL,Cleveland Guardians,CLE,0,0,Goodyear Ballpark,2026-03-01T20:05:00Z,2026-03-01T20:05:00Z
mlb-831899,831899,2026-03-01,SCHEDULED,Cincinnati Reds,CIN,Athletics,ATH,0,0,Hohokam Stadium,2026-03-01T20:05:00Z,2026-03-01T20:05:00Z
mlb-831914,831914,2026-03-01,SCHEDULED,Chicago White Sox,CWS,Chicago Cubs,CHC,0,0,Sloan Park,2026-03-01T20:05:00Z,2026-03-01T20:05:00Z
mlb-831721,831721,2026-03-01,SCHEDULED,Texas Rangers,TEX,Seattle Mariners,SEA,0,0,Peoria Stadium,2026-03-01T20:10:00Z,2026-03-01T20:10:00Z
mlb-831888,831888,2026-03-01,SCHEDULED,Cleveland Guardians,CLE,Arizona Diamondbacks,ARI,0,0,Salt River Fields at Talking Stick,2026-03-01T20:10:00Z,2026-03-01T20:10:00Z
mlb-831476,831476,2026-03-02,SCHEDULED,Miami Marlins,MIA,St. Louis Cardinals,STL,0,0,Roger Dean Chevrolet Stadium,2026-03-02T18:05:00Z,2026-03-02T18:05:00Z
mlb-831527,831527,2026-03-02,SCHEDULED,Atlanta Braves,ATL,Detroit Tigers,DET,0,0,Publix Field at Joker Marchant Stadium,2026-03-02T18:05:00Z,2026-03-02T18:05:00Z
mlb-831529,831529,2026-03-02,SCHEDULED,Washington Nationals,WSH,Houston Astros,HOU,0,0,CACTI Park of the Palm Beaches,2026-03-02T18:05:00Z,2026-03-02T18:05:00Z
mlb-831577,831577,2026-03-02,SCHEDULED,Tampa Bay Rays,TB,Pittsburgh Pirates,PIT,0,0,LECOM Park,2026-03-02T18:05:00Z,2026-03-02T18:05:00Z
mlb-831640,831640,2026-03-02,SCHEDULED,Boston Red Sox,BOS,Toronto Blue Jays,TOR,0,0,TD Ballpark,2026-03-02T18:07:00Z,2026-03-02T18:07:00Z
mlb-831760,831760,2026-03-02,SCHEDULED,San Francisco Giants,SF,Chicago White Sox,CWS,0,0,Camelback Ranch,2026-03-02T20:05:00Z,2026-03-02T20:05:00Z
mlb-831874,831874,2026-03-02,SCHEDULED,Cleveland Guardians,CLE,Texas Rangers,TEX,0,0,Surprise Stadium,2026-03-02T20:05:00Z,2026-03-02T20:05:00Z
mlb-831930,831930,2026-03-02,SCHEDULED,Chicago Cubs,CHC,Cincinnati Reds,CIN,0,0,Goodyear Ballpark,2026-03-02T20:05:00Z,2026-03-02T20:05:00Z
mlb-831808,831808,2026-03-02,SCHEDULED,Los Angeles Dodgers,LAD,Colorado Rockies,COL,0,0,Salt River Fields at Talking Stick,2026-03-02T20:10:00Z,2026-03-02T20:10:00Z
mlb-831840,831840,2026-03-02,SCHEDULED,Kansas City Royals,KC,Los Angeles Angels,LAA,0,0,Tempe Diablo Stadium,2026-03-02T20:10:00Z,2026-03-02T20:10:00Z
mlb-831934,831934,2026-03-02,SCHEDULED,Athletics,ATH,San Diego Padres,SD,0,0,Peoria Stadium,2026-03-02T20:10:00Z,2026-03-02T20:10:00Z
mlb-831532,831532,2026-03-03,SCHEDULED,Philadelphia Phillies,PHI,Tampa Bay Rays,TB,0,0,Charlotte Sports Park,2026-03-03T18:05:00Z,2026-03-03T18:05:00Z
mlb-831641,831641,2026-03-03,SCHEDULED,Tampa Bay Rays,TB,Minnesota Twins,MIN,0,0,Lee Health Sports Complex,2026-03-03T18:05:00Z,2026-03-03T18:05:00Z
mlb-831772,831772,2026-03-03,SCHEDULED,San Diego Padres,SD,Chicago White Sox,CWS,0,0,Camelback Ranch,2026-03-03T20:05:00Z,2026-03-03T20:05:00Z
mlb-831811,831811,2026-03-03,SCHEDULED,Los Angeles Dodgers,LAD,Cleveland Guardians,CLE,0,0,Goodyear Ballpark,2026-03-03T20:05:00Z,2026-03-03T20:05:00Z
mlb-831817,831817,2026-03-03,SCHEDULED,Los Angeles Angels,LAA,Seattle Mariners,SEA,0,0,Peoria Stadium,2026-03-03T20:10:00Z,2026-03-03T20:10:00Z
mlb-831634,831634,2026-03-04,SCHEDULED,New York Yankees,NYY,Boston Red Sox,BOS,0,0,JetBlue Park,2026-03-04T18:05:00Z,2026-03-04T18:05:00Z
mlb-831642,831642,2026-03-04,SCHEDULED,Houston Astros,HOU,Baltimore Orioles,BAL,0,0,Ed Smith Stadium,2026-03-04T18:05:00Z,2026-03-04T18:05:00Z
mlb-831963,831963,2026-03-04,SCHEDULED,Arizona Diamondbacks,ARI,Athletics,ATH,0,0,Hohokam Stadium,2026-03-04T20:05:00Z,2026-03-04T20:05:00Z
mlb-831929,831929,2026-03-04,SCHEDULED,Chicago Cubs,CHC,Milwaukee Brewers,MIL,0,0,American Family Fields of Phoenix,2026-03-04T20:10:00Z,2026-03-04T20:10:00Z
mlb-831739,831739,2026-03-04,SCHEDULED,Seattle Mariners,SEA,San Francisco Giants,SF,0,0,Scottsdale Stadium,2026-03-05T02:05:00Z,2026-03-05T02:05:00Z
mlb-831478,831478,2026-03-05,SCHEDULED,St. Louis Cardinals,STL,Pittsburgh Pirates,PIT,0,0,LECOM Park,2026-03-05T18:05:00Z,2026-03-05T18:05:00Z
mlb-831479,831479,2026-03-05,SCHEDULED,New York Mets,NYM,Washington Nationals,WSH,0,0,CACTI Park of the Palm Beaches,2026-03-05T18:05:00Z,2026-03-05T18:05:00Z
mlb-831581,831581,2026-03-05,SCHEDULED,Boston Red Sox,BOS,Philadelphia Phillies,PHI,0,0,BayCare Ballpark,2026-03-05T18:05:00Z,2026-03-05T18:05:00Z
mlb-831583,831583,2026-03-05,SCHEDULED,Toronto Blue Jays,TOR,Atlanta Braves,ATL,0,0,CoolToday Park,2026-03-05T18:05:00Z,2026-03-05T18:05:00Z
mlb-831632,831632,2026-03-05,SCHEDULED,Minnesota Twins,MIN,New York Yankees,NYY,0,0,George M. Steinbrenner Field,2026-03-05T18:05:00Z,2026-03-05T18:05:00Z
mlb-831633,831633,2026-03-05,SCHEDULED,Baltimore Orioles,BAL,Tampa Bay Rays,TB,0,0,Charlotte Sports Park,2026-03-05T18:05:00Z,2026-03-05T18:05:00Z
mlb-831582,831582,2026-03-05,SCHEDULED,Houston Astros,HOU,Miami Marlins,MIA,0,0,Roger Dean Chevrolet Stadium,2026-03-05T18:10:00Z,2026-03-05T18:10:00Z
mlb-831810,831810,2026-03-05,SCHEDULED,Los Angeles Dodgers,LAD,Cincinnati Reds,CIN,0,0,Goodyear Ballpark,2026-03-05T20:05:00Z,2026-03-05T20:05:00Z
mlb-831961,831961,2026-03-05,SCHEDULED,Arizona Diamondbacks,ARI,Chicago Cubs,CHC,0,0,Sloan Park,2026-03-05T20:05:00Z,2026-03-05T20:05:00Z
mlb-831765,831765,2026-03-05,SCHEDULED,San Diego Padres,SD,Seattle Mariners,SEA,0,0,Peoria Stadium,2026-03-05T20:10:00Z,2026-03-05T20:10:00Z
mlb-831792,831792,2026-03-05,SCHEDULED,Milwaukee Brewers,MIL,Colorado Rockies,COL,0,0,Salt River Fields at Talking Stick,2026-03-05T20:10:00Z,2026-03-05T20:10:00Z
mlb-831941,831941,2026-03-05,SCHEDULED,Athletics,ATH,Los Angeles Angels,LAA,0,0,Tempe Diablo Stadium,2026-03-05T20:10:00Z,2026-03-05T20:10:00Z
mlb-831733,831733,2026-03-05,SCHEDULED,Texas Rangers,TEX,Kansas City Royals,KC,0,0,Surprise Stadium,2026-03-06T01:05:00Z,2026-03-06T01:05:00Z
mlb-831880,831880,2026-03-05,SCHEDULED,Cleveland Guardians,CLE,Chicago White Sox,CWS,0,0,Camelback Ranch,2026-03-06T01:05:00Z,2026-03-06T01:05:00Z
mlb-831470,831470,2026-03-06,SCHEDULED,Philadelphia Phillies,PHI,Pittsburgh Pirates,PIT,0,0,LECOM Park,2026-03-06T18:05:00Z,2026-03-06T18:05:00Z
mlb-831519,831519,2026-03-06,SCHEDULED,St. Louis Cardinals,STL,Baltimore Orioles,BAL,0,0,Ed Smith Stadium,2026-03-06T18:05:00Z,2026-03-06T18:05:00Z
mlb-831524,831524,2026-03-06,SCHEDULED,Washington Nationals,WSH,Houston Astros,HOU,0,0,CACTI Park of the Palm Beaches,2026-03-06T18:05:00Z,2026-03-06T18:05:00Z
mlb-831631,831631,2026-03-06,SCHEDULED,Boston Red Sox,BOS,Detroit Tigers,DET,0,0,Publix Field at Joker Marchant Stadium,2026-03-06T18:05:00Z,2026-03-06T18:05:00Z
mlb-831525,831525,2026-03-06,SCHEDULED,Pittsburgh Pirates,PIT,Toronto Blue Jays,TOR,0,0,TD Ballpark,2026-03-06T18:07:00Z,2026-03-06T18:07:00Z
mlb-831737,831737,2026-03-06,SCHEDULED,Seattle Mariners,SEA,Texas Rangers,TEX,0,0,Surprise Stadium,2026-03-06T20:05:00Z,2026-03-06T20:05:00Z
mlb-831826,831826,2026-03-06,SCHEDULED,Los Angeles Angels,LAA,Cleveland Guardians,CLE,0,0,Goodyear Ballpark,2026-03-06T20:05:00Z,2026-03-06T20:05:00Z
mlb-831871,831871,2026-03-06,SCHEDULED,Colorado Rockies,COL,Athletics,ATH,0,0,Hohokam Stadium,2026-03-06T20:05:00Z,2026-03-06T20:05:00Z
mlb-831889,831889,2026-03-06,SCHEDULED,Cincinnati Reds,CIN,San Francisco Giants,SF,0,0,Scottsdale Stadium,2026-03-06T20:05:00Z,2026-03-06T20:05:00Z
mlb-831919,831919,2026-03-06,SCHEDULED,Chicago White Sox,CWS,Arizona Diamondbacks,ARI,0,0,Salt River Fields at Talking Stick,2026-03-06T20:10:00Z,2026-03-06T20:10:00Z
mlb-831954,831954,2026-03-06,SCHEDULED,Arizona Diamondbacks,ARI,Milwaukee Brewers,MIL,0,0,American Family Fields of Phoenix,2026-03-06T20:10:00Z,2026-03-06T20:10:00Z
mlb-831521,831521,2026-03-06,SCHEDULED,Atlanta Braves,ATL,Minnesota Twins,MIN,0,0,Lee Health Sports Complex,2026-03-06T23:05:00Z,2026-03-06T23:05:00Z
mlb-831624,831624,2026-03-06,SCHEDULED,Tampa Bay Rays,TB,New York Yankees,NYY,0,0,George M. Steinbrenner Field,2026-03-06T23:35:00Z,2026-03-06T23:35:00Z
mlb-831480,831480,2026-03-06,SCHEDULED,New York Mets,NYM,Miami Marlins,MIA,0,0,Roger Dean Chevrolet Stadium,2026-03-07T00:10:00Z,2026-03-07T00:10:00Z
mlb-831842,831842,2026-03-06,SCHEDULED,Kansas City Royals,KC,Los Angeles Dodgers,LAD,0,0,Camelback Ranch,2026-03-07T01:05:00Z,2026-03-07T01:05:00Z
mlb-831921,831921,2026-03-06,SCHEDULED,Chicago Cubs,CHC,San Diego Padres,SD,0,0,Peoria Stadium,2026-03-07T01:10:00Z,2026-03-07T01:10:00Z
mlb-831523,831523,2026-03-07,SCHEDULED,Miami Marlins,MIA,Houston Astros,HOU,0,0,CACTI Park of the Palm Beaches,2026-03-07T17:05:00Z,2026-03-07T17:05:00Z
mlb-831469,831469,2026-03-07,SCHEDULED,New York Mets,NYM,St. Louis Cardinals,STL,0,0,Roger Dean Chevrolet Stadium,2026-03-07T18:05:00Z,2026-03-07T18:05:00Z
mlb-831518,831518,2026-03-07,SCHEDULED,Pittsburgh Pirates,PIT,Detroit Tigers,DET,0,0,Publix Field at Joker Marchant Stadium,2026-03-07T18:05:00Z,2026-03-07T18:05:00Z
mlb-831576,831576,2026-03-07,SCHEDULED,Toronto Blue Jays,TOR,Philadelphia Phillies,PHI,0,0,BayCare Ballpark,2026-03-07T18:05:00Z,2026-03-07T18:05:00Z
mlb-831580,831580,2026-03-07,SCHEDULED,Baltimore Orioles,BAL,Atlanta Braves,ATL,0,0,CoolToday Park,2026-03-07T18:05:00Z,2026-03-07T18:05:00Z
mlb-831629,831629,2026-03-07,SCHEDULED,Tampa Bay Rays,TB,Boston Red Sox,BOS,0,0,JetBlue Park,2026-03-07T18:05:00Z,2026-03-07T18:05:00Z
mlb-831630,831630,2026-03-07,SCHEDULED,Minnesota Twins,MIN,Baltimore Orioles,BAL,0,0,Ed Smith Stadium,2026-03-07T18:05:00Z,2026-03-07T18:05:00Z
mlb-831726,831726,2026-03-07,SCHEDULED,Texas Rangers,TEX,San Francisco Giants,SF,0,0,Scottsdale Stadium,2026-03-07T20:05:00Z,2026-03-07T20:05:00Z
mlb-831774,831774,2026-03-07,SCHEDULED,San Diego Padres,SD,Cleveland Guardians,CLE,0,0,Goodyear Ballpark,2026-03-07T20:05:00Z,2026-03-07T20:05:00Z
mlb-831897,831897,2026-03-07,SCHEDULED,Cincinnati Reds,CIN,Kansas City Royals,KC,0,0,Surprise Stadium,2026-03-07T20:05:00Z,2026-03-07T20:05:00Z
mlb-831949,831949,2026-03-07,SCHEDULED,Athletics,ATH,Chicago Cubs,CHC,0,0,Sloan Park,2026-03-07T20:05:00Z,2026-03-07T20:05:00Z
mlb-831795,831795,2026-03-07,SCHEDULED,Milwaukee Brewers,MIL,Los Angeles Angels,LAA,0,0,Tempe Diablo Stadium,2026-03-07T20:10:00Z,2026-03-07T20:10:00Z
mlb-831904,831904,2026-03-07,SCHEDULED,Chicago White Sox,CWS,Seattle Mariners,SEA,0,0,Peoria Stadium,2026-03-07T20:10:00Z,2026-03-07T20:10:00Z
mlb-832862,832862,2026-03-07,SCHEDULED,San Francisco Giants,SF,Arizona Diamondbacks,ARI,0,0,Salt River Fields at Talking Stick,2026-03-07T20:10:00Z,2026-03-07T20:10:00Z
mlb-831828,831828,2026-03-07,SCHEDULED,Los Angeles Angels,LAA,Athletics,ATH,0,0,Las Vegas Ballpark,2026-03-07T21:05:00Z,2026-03-07T21:05:00Z
mlb-831568,831568,2026-03-07,SCHEDULED,New York Yankees,NYY,Washington Nationals,WSH,0,0,CACTI Park of the Palm Beaches,2026-03-07T23:05:00Z,2026-03-07T23:05:00Z
mlb-831863,831863,2026-03-07,SCHEDULED,Colorado Rockies,COL,Los Angeles Dodgers,LAD,0,0,Camelback Ranch,2026-03-08T01:05:00Z,2026-03-08T01:05:00Z
mlb-831520,831520,2026-03-08,SCHEDULED,Atlanta Braves,ATL,Tampa Bay Rays,TB,0,0,Charlotte Sports Park,2026-03-08T17:05:00Z,2026-03-08T17:05:00Z
mlb-831522,831522,2026-03-08,SCHEDULED,Philadelphia Phillies,PHI,Minnesota Twins,MIN,0,0,Lee Health Sports Complex,2026-03-08T17:05:00Z,2026-03-08T17:05:00Z
mlb-831571,831571,2026-03-08,SCHEDULED,Boston Red Sox,BOS,Pittsburgh Pirates,PIT,0,0,LECOM Park,2026-03-08T17:05:00Z,2026-03-08T17:05:00Z
mlb-831572,831572,2026-03-08,SCHEDULED,Houston Astros,HOU,Washington Nationals,WSH,0,0,CACTI Park of the Palm Beaches,2026-03-08T17:05:00Z,2026-03-08T17:05:00Z
mlb-831628,831628,2026-03-08,SCHEDULED,Toronto Blue Jays,TOR,Baltimore Orioles,BAL,0,0,Ed Smith Stadium,2026-03-08T17:05:00Z,2026-03-08T17:05:00Z
mlb-831627,831627,2026-03-08,SCHEDULED,Detroit Tigers,DET,Toronto Blue Jays,TOR,0,0,TD Ballpark,2026-03-08T17:07:00Z,2026-03-08T17:07:00Z
mlb-831467,831467,2026-03-08,SCHEDULED,St. Louis Cardinals,STL,Miami Marlins,MIA,0,0,Roger Dean Chevrolet Stadium,2026-03-08T17:10:00Z,2026-03-08T17:10:00Z
mlb-831575,831575,2026-03-08,SCHEDULED,New York Yankees,NYY,New York Mets,NYM,0,0,Clover Park,2026-03-08T17:10:00Z,2026-03-08T17:10:00Z
mlb-831757,831757,2026-03-08,SCHEDULED,San Francisco Giants,SF,Chicago Cubs,CHC,0,0,Sloan Park,2026-03-08T20:05:00Z,2026-03-08T20:05:00Z
mlb-831812,831812,2026-03-08,SCHEDULED,Los Angeles Dodgers,LAD,Athletics,ATH,0,0,Hohokam Stadium,2026-03-08T20:05:00Z,2026-03-08T20:05:00Z
mlb-831813,831813,2026-03-08,SCHEDULED,Los Angeles Angels,LAA,Texas Rangers,TEX,0,0,Surprise Stadium,2026-03-08T20:05:00Z,2026-03-08T20:05:00Z
mlb-831832,831832,2026-03-08,SCHEDULED,Los Angeles Angels,LAA,Athletics,ATH,0,0,Las Vegas Ballpark,2026-03-08T20:05:00Z,2026-03-08T20:05:00Z
mlb-831848,831848,2026-03-08,SCHEDULED,Kansas City Royals,KC,Chicago White Sox,CWS,0,0,Camelback Ranch,2026-03-08T20:05:00Z,2026-03-08T20:05:00Z
mlb-831960,831960,2026-03-08,SCHEDULED,Arizona Diamondbacks,ARI,Cincinnati Reds,CIN,0,0,Goodyear Ballpark,2026-03-08T20:05:00Z,2026-03-08T20:05:00Z
mlb-831740,831740,2026-03-08,SCHEDULED,Seattle Mariners,SEA,Milwaukee Brewers,MIL,0,0,American Family Fields of Phoenix,2026-03-08T20:10:00Z,2026-03-08T20:10:00Z
mlb-831882,831882,2026-03-08,SCHEDULED,Cleveland Guardians,CLE,Colorado Rockies,COL,0,0,Salt River Fields at Talking Stick,2026-03-08T20:10:00Z,2026-03-08T20:10:00Z
mlb-831892,831892,2026-03-08,SCHEDULED,Cincinnati Reds,CIN,San Diego Padres,SD,0,0,Peoria Stadium,2026-03-08T20:10:00Z,2026-03-08T20:10:00Z
mlb-831515,831515,2026-03-09,SCHEDULED,Philadelphia Phillies,PHI,Boston Red Sox,BOS,0,0,JetBlue Park,2026-03-09T17:05:00Z,2026-03-09T17:05:00Z
mlb-831516,831516,2026-03-09,SCHEDULED,St. Louis Cardinals,STL,Houston Astros,HOU,0,0,CACTI Park of the Palm Beaches,2026-03-09T17:05:00Z,2026-03-09T17:05:00Z
mlb-831569,831569,2026-03-09,SCHEDULED,Minnesota Twins,MIN,Atlanta Braves,ATL,0,0,CoolToday Park,2026-03-09T17:05:00Z,2026-03-09T17:05:00Z
mlb-831570,831570,2026-03-09,SCHEDULED,Baltimore Orioles,BAL,St. Louis Cardinals,STL,0,0,Roger Dean Chevrolet Stadium,2026-03-09T17:05:00Z,2026-03-09T17:05:00Z
mlb-831626,831626,2026-03-09,SCHEDULED,Tampa Bay Rays,TB,Detroit Tigers,DET,0,0,Publix Field at Joker Marchant Stadium,2026-03-09T17:05:00Z,2026-03-09T17:05:00Z
mlb-831816,831816,2026-03-09,SCHEDULED,Los Angeles Angels,LAA,San Francisco Giants,SF,0,0,Scottsdale Stadium,2026-03-09T20:05:00Z,2026-03-09T20:05:00Z
mlb-831865,831865,2026-03-09,SCHEDULED,Colorado Rockies,COL,Chicago White Sox,CWS,0,0,Camelback Ranch,2026-03-09T20:05:00Z,2026-03-09T20:05:00Z
mlb-831881,831881,2026-03-09,SCHEDULED,Cleveland Guardians,CLE,Kansas City Royals,KC,0,0,Surprise Stadium,2026-03-09T20:05:00Z,2026-03-09T20:05:00Z
mlb-831943,831943,2026-03-09,SCHEDULED,Athletics,ATH,Cincinnati Reds,CIN,0,0,Goodyear Ballpark,2026-03-09T20:05:00Z,2026-03-09T20:05:00Z
mlb-831725,831725,2026-03-09,SCHEDULED,Texas Rangers,TEX,San Diego Padres,SD,0,0,Peoria Stadium,2026-03-09T20:10:00Z,2026-03-09T20:10:00Z
mlb-831748,831748,2026-03-09,SCHEDULED,Seattle Mariners,SEA,Arizona Diamondbacks,ARI,0,0,Salt River Fields at Talking Stick,2026-03-09T20:10:00Z,2026-03-09T20:10:00Z
mlb-831802,831802,2026-03-09,SCHEDULED,Los Angeles Dodgers,LAD,Milwaukee Brewers,MIL,0,0,American Family Fields of Phoenix,2026-03-09T20:10:00Z,2026-03-09T20:10:00Z
mlb-831468,831468,2026-03-09,SCHEDULED,Miami Marlins,MIA,New York Mets,NYM,0,0,Clover Park,2026-03-09T22:10:00Z,2026-03-09T22:10:00Z
mlb-831517,831517,2026-03-09,SCHEDULED,Pittsburgh Pirates,PIT,New York Yankees,NYY,0,0,George M. Steinbrenner Field,2026-03-09T22:35:00Z,2026-03-09T22:35:00Z
mlb-831573,831573,2026-03-10,SCHEDULED,New York Yankees,NYY,Philadelphia Phillies,PHI,0,0,BayCare Ballpark,2026-03-10T17:05:00Z,2026-03-10T17:05:00Z
mlb-831617,831617,2026-03-10,SCHEDULED,Baltimore Orioles,BAL,Houston Astros,HOU,0,0,CACTI Park of the Palm Beaches,2026-03-10T17:05:00Z,2026-03-10T17:05:00Z
mlb-831618,831618,2026-03-10,SCHEDULED,Minnesota Twins,MIN,Tampa Bay Rays,TB,0,0,Charlotte Sports Park,2026-03-10T17:05:00Z,2026-03-10T17:05:00Z
mlb-831625,831625,2026-03-10,SCHEDULED,Detroit Tigers,DET,Boston Red Sox,BOS,0,0,JetBlue Park,2026-03-10T17:05:00Z,2026-03-10T17:05:00Z
mlb-831513,831513,2026-03-10,SCHEDULED,Atlanta Braves,ATL,Toronto Blue Jays,TOR,0,0,TD Ballpark,2026-03-10T17:07:00Z,2026-03-10T17:07:00Z
mlb-831471,831471,2026-03-10,SCHEDULED,Washington Nationals,WSH,Miami Marlins,MIA,0,0,Roger Dean Chevrolet Stadium,2026-03-10T17:10:00Z,2026-03-10T17:10:00Z
mlb-831473,831473,2026-03-10,SCHEDULED,St. Louis Cardinals,STL,New York Mets,NYM,0,0,Clover Park,2026-03-10T17:10:00Z,2026-03-10T17:10:00Z
mlb-831758,831758,2026-03-10,SCHEDULED,San Francisco Giants,SF,Cleveland Guardians,CLE,0,0,Goodyear Ballpark,2026-03-10T20:05:00Z,2026-03-10T20:05:00Z
mlb-831918,831918,2026-03-10,SCHEDULED,Chicago White Sox,CWS,Athletics,ATH,0,0,Hohokam Stadium,2026-03-10T20:05:00Z,2026-03-10T20:05:00Z
mlb-831920,831920,2026-03-10,SCHEDULED,Chicago Cubs,CHC,Texas Rangers,TEX,0,0,Surprise Stadium,2026-03-10T20:05:00Z,2026-03-10T20:05:00Z
mlb-831956,831956,2026-03-10,SCHEDULED,Arizona Diamondbacks,ARI,Los Angeles Dodgers,LAD,0,0,Camelback Ranch,2026-03-10T20:05:00Z,2026-03-10T20:05:00Z
mlb-831771,831771,2026-03-10,SCHEDULED,San Diego Padres,SD,Los Angeles Angels,LAA,0,0,Tempe Diablo Stadium,2026-03-10T20:10:00Z,2026-03-10T20:10:00Z
mlb-831836,831836,2026-03-10,SCHEDULED,Kansas City Royals,KC,Seattle Mariners,SEA,0,0,Peoria Stadium,2026-03-10T20:10:00Z,2026-03-10T20:10:00Z
mlb-831898,831898,2026-03-10,SCHEDULED,Cincinnati Reds,CIN,Colorado Rockies,COL,0,0,Salt River Fields at Talking Stick,2026-03-10T20:10:00Z,2026-03-10T20:10:00Z
mlb-831465,831465,2026-03-11,SCHEDULED,St. Louis Cardinals,STL,Washington Nationals,WSH,0,0,CACTI Park of the Palm Beaches,2026-03-11T17:05:00Z,2026-03-11T17:05:00Z
mlb-831507,831507,2026-03-11,SCHEDULED,Pittsburgh Pirates,PIT,Baltimore Orioles,BAL,0,0,Ed Smith Stadium,2026-03-11T17:05:00Z,2026-03-11T17:05:00Z
mlb-831574,831574,2026-03-11,SCHEDULED,Tampa Bay Rays,TB,Atlanta Braves,ATL,0,0,CoolToday Park,2026-03-11T17:05:00Z,2026-03-11T17:05:00Z
mlb-831619,831619,2026-03-11,SCHEDULED,Detroit Tigers,DET,Minnesota Twins,MIN,0,0,Lee Health Sports Complex,2026-03-11T17:05:00Z,2026-03-11T17:05:00Z
mlb-831561,831561,2026-03-11,SCHEDULED,Houston Astros,HOU,Miami Marlins,MIA,0,0,Roger Dean Chevrolet Stadium,2026-03-11T17:10:00Z,2026-03-11T17:10:00Z
mlb-831762,831762,2026-03-11,SCHEDULED,San Francisco Giants,SF,Kansas City Royals,KC,0,0,Surprise Stadium,2026-03-11T20:05:00Z,2026-03-11T20:05:00Z
mlb-831793,831793,2026-03-11,SCHEDULED,Milwaukee Brewers,MIL,Cincinnati Reds,CIN,0,0,Goodyear Ballpark,2026-03-11T20:05:00Z,2026-03-11T20:05:00Z
mlb-831824,831824,2026-03-11,SCHEDULED,Los Angeles Angels,LAA,Chicago White Sox,CWS,0,0,Camelback Ranch,2026-03-11T20:05:00Z,2026-03-11T20:05:00Z
mlb-831849,831849,2026-03-11,SCHEDULED,Kansas City Royals,KC,Chicago Cubs,CHC,0,0,Sloan Park,2026-03-11T20:05:00Z,2026-03-11T20:05:00Z
mlb-831861,831861,2026-03-11,SCHEDULED,Colorado Rockies,COL,Seattle Mariners,SEA,0,0,Peoria Stadium,2026-03-11T20:10:00Z,2026-03-11T20:10:00Z
mlb-831950,831950,2026-03-11,SCHEDULED,Athletics,ATH,Arizona Diamondbacks,ARI,0,0,Salt River Fields at Talking Stick,2026-03-11T20:10:00Z,2026-03-11T20:10:00Z
mlb-831620,831620,2026-03-11,SCHEDULED,Toronto Blue Jays,TOR,New York Yankees,NYY,0,0,George M. Steinbrenner Field,2026-03-11T22:35:00Z,2026-03-11T22:35:00Z
mlb-831472,831472,2026-03-12,SCHEDULED,New York Mets,NYM,St. Louis Cardinals,STL,0,0,Roger Dean Chevrolet Stadium,2026-03-12T17:05:00Z,2026-03-12T17:05:00Z
mlb-831564,831564,2026-03-12,SCHEDULED,Toronto Blue Jays,TOR,Philadelphia Phillies,PHI,0,0,BayCare Ballpark,2026-03-12T17:05:00Z,2026-03-12T17:05:00Z
mlb-831621,831621,2026-03-12,SCHEDULED,New York Yankees,NYY,Detroit Tigers,DET,0,0,Publix Field at Joker Marchant Stadium,2026-03-12T17:05:00Z,2026-03-12T17:05:00Z
