idEvent,strTimestamp,Round,Home Team,Home Score,Away Team,Away Score,Poster,Thumb
2391022,2026-06-19 09:00:00,Round 0,Orix Buffaloes,,Saitama Seibu Lions,,,https://r2.thesportsdb.com/images/media/event/thumb/2hxs011648817663.jpg
2391023,2026-06-19 09:00:00,Round 0,Tokyo Yakult Swallows,,Hiroshima Toyo Carp,,,https://r2.thesportsdb.com/images/media/event/thumb/aulfo41648817492.jpg
2391025,2026-06-19 09:00:00,Round 0,Yomiuri Giants,,Chunichi Dragons,,,https://r2.thesportsdb.com/images/media/event/thumb/c65xor1648817493.jpg
2391024,2026-06-19 09:15:00,Round 0,Yokohama DeNA BayStars,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/re5zv61648817492.jpg
2391027,2026-06-20 05:00:00,Round 0,Yomiuri Giants,,Chunichi Dragons,,,https://r2.thesportsdb.com/images/media/event/thumb/c65xor1648817493.jpg
2391029,2026-06-20 05:00:00,Round 0,Tokyo Yakult Swallows,,Hiroshima Toyo Carp,,,https://r2.thesportsdb.com/images/media/event/thumb/aulfo41648817492.jpg
2391030,2026-06-20 05:00:00,Round 0,Orix Buffaloes,,Saitama Seibu Lions,,,https://r2.thesportsdb.com/images/media/event/thumb/2hxs011648817663.jpg
2391031,2026-06-20 05:00:00,Round 0,Hokkaido Nippon-Ham Fighters,,Fukuoka SoftBank Hawks,,,https://r2.thesportsdb.com/images/media/event/thumb/woa0rr1648817684.jpg
2391028,2026-06-20 09:00:00,Round 0,Chiba Lotte Marines,,Tohoku Rakuten Golden Eagles,,,https://r2.thesportsdb.com/images/media/event/thumb/q038mx1648817663.jpg
2391026,2026-06-20 09:15:00,Round 0,Yokohama DeNA BayStars,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/re5zv61648817492.jpg
2391036,2026-06-21 04:00:00,Round 0,Hokkaido Nippon-Ham Fighters,,Fukuoka SoftBank Hawks,,,https://r2.thesportsdb.com/images/media/event/thumb/woa0rr1648817684.jpg
2391037,2026-06-21 04:00:00,Round 0,Orix Buffaloes,,Saitama Seibu Lions,,,https://r2.thesportsdb.com/images/media/event/thumb/2hxs011648817663.jpg
2391035,2026-06-21 04:30:00,Round 0,Tokyo Yakult Swallows,,Hiroshima Toyo Carp,,,https://r2.thesportsdb.com/images/media/event/thumb/aulfo41648817492.jpg
2391033,2026-06-21 05:00:00,Round 0,Yomiuri Giants,,Chunichi Dragons,,,https://r2.thesportsdb.com/images/media/event/thumb/c65xor1648817493.jpg
2391034,2026-06-21 08:00:00,Round 0,Chiba Lotte Marines,,Tohoku Rakuten Golden Eagles,,,https://r2.thesportsdb.com/images/media/event/thumb/q038mx1648817663.jpg
2391032,2026-06-21 09:15:00,Round 0,Yokohama DeNA BayStars,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/re5zv61648817492.jpg
2391038,2026-06-22 09:00:00,Round 0,Tohoku Rakuten Golden Eagles,,Saitama Seibu Lions,,,https://r2.thesportsdb.com/images/media/event/thumb/j0ppla1648817689.jpg
2391041,2026-06-23 04:00:00,Round 0,Hokkaido Nippon-Ham Fighters,,Chiba Lotte Marines,,,https://r2.thesportsdb.com/images/media/event/thumb/qfp7h41648817689.jpg
2391039,2026-06-23 09:00:00,Round 0,Hiroshima Toyo Carp,,Yomiuri Giants,,,https://r2.thesportsdb.com/images/media/event/thumb/lrzyma1648817494.jpg
2391040,2026-06-23 09:00:00,Round 0,Tohoku Rakuten Golden Eagles,,Saitama Seibu Lions,,,https://r2.thesportsdb.com/images/media/event/thumb/j0ppla1648817689.jpg
2391042,2026-06-23 09:00:00,Round 0,Hanshin Tigers,,Tokyo Yakult Swallows,,,https://r2.thesportsdb.com/images/media/event/thumb/p82xe41648817498.jpg
2391043,2026-06-23 09:00:00,Round 0,Fukuoka SoftBank Hawks,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/y37sut1648817649.jpg
2391044,2026-06-23 09:00:00,Round 0,Chunichi Dragons,,Yokohama DeNA BayStars,,,https://r2.thesportsdb.com/images/media/event/thumb/y29f7q1648817495.jpg
2391048,2026-06-24 04:00:00,Round 0,Hokkaido Nippon-Ham Fighters,,Chiba Lotte Marines,,,https://r2.thesportsdb.com/images/media/event/thumb/qfp7h41648817689.jpg
2391045,2026-06-24 09:00:00,Round 0,Fukuoka SoftBank Hawks,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/y37sut1648817649.jpg
2391046,2026-06-24 09:00:00,Round 0,Hanshin Tigers,,Tokyo Yakult Swallows,,,https://r2.thesportsdb.com/images/media/event/thumb/p82xe41648817498.jpg
2391047,2026-06-24 09:00:00,Round 0,Hiroshima Toyo Carp,,Yomiuri Giants,,,https://r2.thesportsdb.com/images/media/event/thumb/lrzyma1648817494.jpg
2391049,2026-06-24 09:00:00,Round 0,Chunichi Dragons,,Yokohama DeNA BayStars,,,https://r2.thesportsdb.com/images/media/event/thumb/y29f7q1648817495.jpg
2391050,2026-06-25 09:00:00,Round 0,Chunichi Dragons,,Yokohama DeNA BayStars,,,https://r2.thesportsdb.com/images/media/event/thumb/y29f7q1648817495.jpg
2391051,2026-06-25 09:00:00,Round 0,Fukuoka SoftBank Hawks,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/y37sut1648817649.jpg
2391052,2026-06-25 09:00:00,Round 0,Hanshin Tigers,,Tokyo Yakult Swallows,,,https://r2.thesportsdb.com/images/media/event/thumb/p82xe41648817498.jpg
2391053,2026-06-25 09:00:00,Round 0,Tohoku Rakuten Golden Eagles,,Saitama Seibu Lions,,,https://r2.thesportsdb.com/images/media/event/thumb/j0ppla1648817689.jpg
2391054,2026-06-26 09:00:00,Round 0,Tokyo Yakult Swallows,,Chunichi Dragons,,,https://r2.thesportsdb.com/images/media/event/thumb/burai31648817487.jpg
2391056,2026-06-26 09:00:00,Round 0,Hiroshima Toyo Carp,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/bxhhes1648817461.jpg
2391057,2026-06-26 09:00:00,Round 0,Saitama Seibu Lions,,Hokkaido Nippon-Ham Fighters,,,https://r2.thesportsdb.com/images/media/event/thumb/7g98zy1648817675.jpg
2391058,2026-06-26 09:00:00,Round 0,Chiba Lotte Marines,,Fukuoka SoftBank Hawks,,,https://r2.thesportsdb.com/images/media/event/thumb/cavtxc1648817646.jpg
2391055,2026-06-26 09:15:00,Round 0,Yokohama DeNA BayStars,,Yomiuri Giants,,,https://r2.thesportsdb.com/images/media/event/thumb/0hpb3l1648817500.jpg
2391060,2026-06-27 05:00:00,Round 0,Hiroshima Toyo Carp,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/bxhhes1648817461.jpg
2391059,2026-06-27 09:00:00,Round 0,Chiba Lotte Marines,,Fukuoka SoftBank Hawks,,,https://r2.thesportsdb.com/images/media/event/thumb/cavtxc1648817646.jpg
2391061,2026-06-27 09:00:00,Round 0,Orix Buffaloes,,Tohoku Rakuten Golden Eagles,,,https://r2.thesportsdb.com/images/media/event/thumb/n1pevg1648817677.jpg
2391062,2026-06-27 09:00:00,Round 0,Saitama Seibu Lions,,Hokkaido Nippon-Ham Fighters,,,https://r2.thesportsdb.com/images/media/event/thumb/7g98zy1648817675.jpg
2391063,2026-06-27 09:00:00,Round 0,Tokyo Yakult Swallows,,Chunichi Dragons,,,https://r2.thesportsdb.com/images/media/event/thumb/burai31648817487.jpg
2391064,2026-06-27 09:15:00,Round 0,Yokohama DeNA BayStars,,Yomiuri Giants,,,https://r2.thesportsdb.com/images/media/event/thumb/0hpb3l1648817500.jpg
2391069,2026-06-28 05:00:00,Round 0,Hiroshima Toyo Carp,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/bxhhes1648817461.jpg
2391068,2026-06-28 07:00:00,Round 0,Orix Buffaloes,,Tohoku Rakuten Golden Eagles,,,https://r2.thesportsdb.com/images/media/event/thumb/n1pevg1648817677.jpg
2391066,2026-06-28 08:00:00,Round 0,Tokyo Yakult Swallows,,Chunichi Dragons,,,https://r2.thesportsdb.com/images/media/event/thumb/burai31648817487.jpg
2391070,2026-06-28 08:00:00,Round 0,Chiba Lotte Marines,,Fukuoka SoftBank Hawks,,,https://r2.thesportsdb.com/images/media/event/thumb/cavtxc1648817646.jpg
2391067,2026-06-28 09:00:00,Round 0,Saitama Seibu Lions,,Hokkaido Nippon-Ham Fighters,,,https://r2.thesportsdb.com/images/media/event/thumb/7g98zy1648817675.jpg
2391065,2026-06-28 09:15:00,Round 0,Yokohama DeNA BayStars,,Yomiuri Giants,,,https://r2.thesportsdb.com/images/media/event/thumb/0hpb3l1648817500.jpg
2391071,2026-06-30 09:00:00,Round 0,Fukuoka SoftBank Hawks,,Saitama Seibu Lions,,,https://r2.thesportsdb.com/images/media/event/thumb/yueb7p1648817677.jpg
2391072,2026-06-30 09:00:00,Round 0,Hanshin Tigers,,Chunichi Dragons,,,https://r2.thesportsdb.com/images/media/event/thumb/7liwqe1648817522.jpg
2391073,2026-06-30 09:00:00,Round 0,Hokkaido Nippon-Ham Fighters,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/smwzkt1648817673.jpg
2391074,2026-06-30 09:00:00,Round 0,Tohoku Rakuten Golden Eagles,,Chiba Lotte Marines,,,https://r2.thesportsdb.com/images/media/event/thumb/e7n11l1648817675.jpg
2391075,2026-06-30 09:00:00,Round 0,Yokohama DeNA BayStars,,Hiroshima Toyo Carp,,,https://r2.thesportsdb.com/images/media/event/thumb/ljo7421648817506.jpg
2391076,2026-06-30 09:00:00,Round 0,Yomiuri Giants,,Tokyo Yakult Swallows,,,https://r2.thesportsdb.com/images/media/event/thumb/53kwrd1648817499.jpg
2391077,2026-07-01 09:00:00,Round 0,Yomiuri Giants,,Tokyo Yakult Swallows,,,https://r2.thesportsdb.com/images/media/event/thumb/53kwrd1648817499.jpg
2391078,2026-07-01 09:00:00,Round 0,Tohoku Rakuten Golden Eagles,,Chiba Lotte Marines,,,https://r2.thesportsdb.com/images/media/event/thumb/e7n11l1648817675.jpg
2391079,2026-07-01 09:00:00,Round 0,Hokkaido Nippon-Ham Fighters,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/smwzkt1648817673.jpg
2391080,2026-07-01 09:00:00,Round 0,Fukuoka SoftBank Hawks,,Saitama Seibu Lions,,,https://r2.thesportsdb.com/images/media/event/thumb/yueb7p1648817677.jpg
2391081,2026-07-01 09:00:00,Round 0,Hanshin Tigers,,Chunichi Dragons,,,https://r2.thesportsdb.com/images/media/event/thumb/7liwqe1648817522.jpg
2391082,2026-07-02 09:00:00,Round 0,Fukuoka SoftBank Hawks,,Saitama Seibu Lions,,,https://r2.thesportsdb.com/images/media/event/thumb/yueb7p1648817677.jpg
2391083,2026-07-02 09:00:00,Round 0,Hanshin Tigers,,Chunichi Dragons,,,https://r2.thesportsdb.com/images/media/event/thumb/7liwqe1648817522.jpg
2391084,2026-07-02 09:00:00,Round 0,Hokkaido Nippon-Ham Fighters,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/smwzkt1648817673.jpg
2391085,2026-07-02 09:15:00,Round 0,Yokohama DeNA BayStars,,Hiroshima Toyo Carp,,,https://r2.thesportsdb.com/images/media/event/thumb/ljo7421648817506.jpg
2391086,2026-07-03 09:00:00,Round 0,Orix Buffaloes,,Saitama Seibu Lions,,,https://r2.thesportsdb.com/images/media/event/thumb/2hxs011648817663.jpg
2391087,2026-07-03 09:00:00,Round 0,Tokyo Yakult Swallows,,Yokohama DeNA BayStars,,,https://r2.thesportsdb.com/images/media/event/thumb/8tjw0b1648817528.jpg
2391088,2026-07-03 09:00:00,Round 0,Tohoku Rakuten Golden Eagles,,Hokkaido Nippon-Ham Fighters,,,https://r2.thesportsdb.com/images/media/event/thumb/xhhs5h1648817685.jpg
2391089,2026-07-03 09:00:00,Round 0,Hanshin Tigers,,Hiroshima Toyo Carp,,,https://r2.thesportsdb.com/images/media/event/thumb/6lzdbv1648817517.jpg
2391090,2026-07-03 09:00:00,Round 0,Fukuoka SoftBank Hawks,,Chiba Lotte Marines,,,https://r2.thesportsdb.com/images/media/event/thumb/tphh2k1648817687.jpg
2391091,2026-07-03 09:00:00,Round 0,Chunichi Dragons,,Yomiuri Giants,,,https://r2.thesportsdb.com/images/media/event/thumb/x09s8v1648817530.jpg
2391092,2026-07-04 05:00:00,Round 0,Chunichi Dragons,,Yomiuri Giants,,,https://r2.thesportsdb.com/images/media/event/thumb/x09s8v1648817530.jpg
2391093,2026-07-04 05:00:00,Round 0,Fukuoka SoftBank Hawks,,Chiba Lotte Marines,,,https://r2.thesportsdb.com/images/media/event/thumb/tphh2k1648817687.jpg
2391094,2026-07-04 09:00:00,Round 0,Hanshin Tigers,,Hiroshima Toyo Carp,,,https://r2.thesportsdb.com/images/media/event/thumb/6lzdbv1648817517.jpg
2391095,2026-07-04 09:00:00,Round 0,Orix Buffaloes,,Saitama Seibu Lions,,,https://r2.thesportsdb.com/images/media/event/thumb/2hxs011648817663.jpg
2391096,2026-07-04 09:00:00,Round 0,Tohoku Rakuten Golden Eagles,,Hokkaido Nippon-Ham Fighters,,,https://r2.thesportsdb.com/images/media/event/thumb/xhhs5h1648817685.jpg
2391097,2026-07-04 09:00:00,Round 0,Tokyo Yakult Swallows,,Yokohama DeNA BayStars,,,https://r2.thesportsdb.com/images/media/event/thumb/8tjw0b1648817528.jpg
2391102,2026-07-05 04:30:00,Round 0,Chunichi Dragons,,Yomiuri Giants,,,https://r2.thesportsdb.com/images/media/event/thumb/x09s8v1648817530.jpg
2391103,2026-07-05 04:30:00,Round 0,Fukuoka SoftBank Hawks,,Chiba Lotte Marines,,,https://r2.thesportsdb.com/images/media/event/thumb/tphh2k1648817687.jpg
2391098,2026-07-05 05:00:00,Round 0,Orix Buffaloes,,Saitama Seibu Lions,,,https://r2.thesportsdb.com/images/media/event/thumb/2hxs011648817663.jpg
2391099,2026-07-05 08:00:00,Round 0,Tohoku Rakuten Golden Eagles,,Hokkaido Nippon-Ham Fighters,,,https://r2.thesportsdb.com/images/media/event/thumb/xhhs5h1648817685.jpg
2391100,2026-07-05 09:00:00,Round 0,Tokyo Yakult Swallows,,Yokohama DeNA BayStars,,,https://r2.thesportsdb.com/images/media/event/thumb/8tjw0b1648817528.jpg
2391101,2026-07-05 09:00:00,Round 0,Hanshin Tigers,,Hiroshima Toyo Carp,,,https://r2.thesportsdb.com/images/media/event/thumb/6lzdbv1648817517.jpg
2391104,2026-07-07 09:00:00,Round 0,Chiba Lotte Marines,,Hokkaido Nippon-Ham Fighters,,,https://r2.thesportsdb.com/images/media/event/thumb/kw8ly01648817678.jpg
2391105,2026-07-07 09:00:00,Round 0,Hiroshima Toyo Carp,,Tokyo Yakult Swallows,,,https://r2.thesportsdb.com/images/media/event/thumb/wq28m81648817465.jpg
2391106,2026-07-07 09:00:00,Round 0,Orix Buffaloes,,Fukuoka SoftBank Hawks,,,https://r2.thesportsdb.com/images/media/event/thumb/nwi0dg1648817682.jpg
2391109,2026-07-07 09:00:00,Round 0,Yomiuri Giants,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/l0tcug1648817497.jpg
2391108,2026-07-07 09:15:00,Round 0,Yokohama DeNA BayStars,,Chunichi Dragons,,,https://r2.thesportsdb.com/images/media/event/thumb/x4b14j1648817485.jpg
2391107,2026-07-07 09:30:00,Round 0,Saitama Seibu Lions,,Tohoku Rakuten Golden Eagles,,,https://r2.thesportsdb.com/images/media/event/thumb/gupoml1648817684.jpg
2391111,2026-07-08 09:00:00,Round 0,Yomiuri Giants,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/l0tcug1648817497.jpg
2391113,2026-07-08 09:00:00,Round 0,Orix Buffaloes,,Fukuoka SoftBank Hawks,,,https://r2.thesportsdb.com/images/media/event/thumb/nwi0dg1648817682.jpg
2391114,2026-07-08 09:00:00,Round 0,Hiroshima Toyo Carp,,Tokyo Yakult Swallows,,,https://r2.thesportsdb.com/images/media/event/thumb/wq28m81648817465.jpg
2391115,2026-07-08 09:00:00,Round 0,Chiba Lotte Marines,,Hokkaido Nippon-Ham Fighters,,,https://r2.thesportsdb.com/images/media/event/thumb/kw8ly01648817678.jpg
2391112,2026-07-08 09:15:00,Round 0,Yokohama DeNA BayStars,,Chunichi Dragons,,,https://r2.thesportsdb.com/images/media/event/thumb/x4b14j1648817485.jpg
2391110,2026-07-08 09:30:00,Round 0,Saitama Seibu Lions,,Tohoku Rakuten Golden Eagles,,,https://r2.thesportsdb.com/images/media/event/thumb/gupoml1648817684.jpg
2391116,2026-07-09 09:00:00,Round 0,Hiroshima Toyo Carp,,Tokyo Yakult Swallows,,,https://r2.thesportsdb.com/images/media/event/thumb/wq28m81648817465.jpg
2391118,2026-07-09 09:00:00,Round 0,Yomiuri Giants,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/l0tcug1648817497.jpg
2391117,2026-07-09 09:15:00,Round 0,Yokohama DeNA BayStars,,Chunichi Dragons,,,https://r2.thesportsdb.com/images/media/event/thumb/x4b14j1648817485.jpg
2391119,2026-07-10 09:00:00,Round 0,Chiba Lotte Marines,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/387a2o1648817683.jpg
2391120,2026-07-10 09:00:00,Round 0,Chunichi Dragons,,Hiroshima Toyo Carp,,,https://r2.thesportsdb.com/images/media/event/thumb/yhr79f1648817490.jpg
2391121,2026-07-10 09:00:00,Round 0,Fukuoka SoftBank Hawks,,Tohoku Rakuten Golden Eagles,,,https://r2.thesportsdb.com/images/media/event/thumb/5t30lh1648817673.jpg
2391122,2026-07-10 09:00:00,Round 0,Hanshin Tigers,,Tokyo Yakult Swallows,,,https://r2.thesportsdb.com/images/media/event/thumb/p82xe41648817498.jpg
2391123,2026-07-10 09:00:00,Round 0,Hokkaido Nippon-Ham Fighters,,Saitama Seibu Lions,,,https://r2.thesportsdb.com/images/media/event/thumb/5rblxc1648817686.jpg
2391124,2026-07-10 09:15:00,Round 0,Yokohama DeNA BayStars,,Yomiuri Giants,,,https://r2.thesportsdb.com/images/media/event/thumb/0hpb3l1648817500.jpg
2391126,2026-07-11 05:00:00,Round 0,Hokkaido Nippon-Ham Fighters,,Saitama Seibu Lions,,,https://r2.thesportsdb.com/images/media/event/thumb/5rblxc1648817686.jpg
2391129,2026-07-11 05:00:00,Round 0,Chunichi Dragons,,Hiroshima Toyo Carp,,,https://r2.thesportsdb.com/images/media/event/thumb/yhr79f1648817490.jpg
2391125,2026-07-11 09:00:00,Round 0,Yokohama DeNA BayStars,,Yomiuri Giants,,,https://r2.thesportsdb.com/images/media/event/thumb/0hpb3l1648817500.jpg
2391127,2026-07-11 09:00:00,Round 0,Hanshin Tigers,,Tokyo Yakult Swallows,,,https://r2.thesportsdb.com/images/media/event/thumb/p82xe41648817498.jpg
2391128,2026-07-11 09:00:00,Round 0,Fukuoka SoftBank Hawks,,Tohoku Rakuten Golden Eagles,,,https://r2.thesportsdb.com/images/media/event/thumb/5t30lh1648817673.jpg
2391130,2026-07-11 09:00:00,Round 0,Chiba Lotte Marines,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/387a2o1648817683.jpg
2391135,2026-07-12 04:00:00,Round 0,Hokkaido Nippon-Ham Fighters,,Saitama Seibu Lions,,,https://r2.thesportsdb.com/images/media/event/thumb/5rblxc1648817686.jpg
2391132,2026-07-12 04:30:00,Round 0,Chunichi Dragons,,Hiroshima Toyo Carp,,,https://r2.thesportsdb.com/images/media/event/thumb/yhr79f1648817490.jpg
2391133,2026-07-12 05:00:00,Round 0,Fukuoka SoftBank Hawks,,Tohoku Rakuten Golden Eagles,,,https://r2.thesportsdb.com/images/media/event/thumb/5t30lh1648817673.jpg
2391131,2026-07-12 08:00:00,Round 0,Chiba Lotte Marines,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/387a2o1648817683.jpg
2391134,2026-07-12 09:00:00,Round 0,Hanshin Tigers,,Tokyo Yakult Swallows,,,https://r2.thesportsdb.com/images/media/event/thumb/p82xe41648817498.jpg
2391136,2026-07-12 09:00:00,Round 0,Yokohama DeNA BayStars,,Yomiuri Giants,,,https://r2.thesportsdb.com/images/media/event/thumb/0hpb3l1648817500.jpg
2391139,2026-07-14 04:00:00,Round 0,Hokkaido Nippon-Ham Fighters,,Fukuoka SoftBank Hawks,,,https://r2.thesportsdb.com/images/media/event/thumb/woa0rr1648817684.jpg
2391137,2026-07-14 09:00:00,Round 0,Tokyo Yakult Swallows,,Yomiuri Giants,,,https://r2.thesportsdb.com/images/media/event/thumb/2sr3e31648817494.jpg
2391138,2026-07-14 09:00:00,Round 0,Saitama Seibu Lions,,Chiba Lotte Marines,,,https://r2.thesportsdb.com/images/media/event/thumb/5nlq131648817672.jpg
2391140,2026-07-14 09:00:00,Round 0,Tohoku Rakuten Golden Eagles,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/hhc48k1648817686.jpg
2391141,2026-07-14 09:00:00,Round 0,Hiroshima Toyo Carp,,Yokohama DeNA BayStars,,,https://r2.thesportsdb.com/images/media/event/thumb/xeqkw71648817487.jpg
2391142,2026-07-14 09:00:00,Round 0,Chunichi Dragons,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/auzwfd1648817501.jpg
2391145,2026-07-15 04:00:00,Round 0,Hokkaido Nippon-Ham Fighters,,Fukuoka SoftBank Hawks,,,https://r2.thesportsdb.com/images/media/event/thumb/woa0rr1648817684.jpg
2391143,2026-07-15 09:00:00,Round 0,Chunichi Dragons,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/auzwfd1648817501.jpg
2391144,2026-07-15 09:00:00,Round 0,Hiroshima Toyo Carp,,Yokohama DeNA BayStars,,,https://r2.thesportsdb.com/images/media/event/thumb/xeqkw71648817487.jpg
2391146,2026-07-15 09:00:00,Round 0,Tohoku Rakuten Golden Eagles,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/hhc48k1648817686.jpg
2391147,2026-07-15 09:00:00,Round 0,Saitama Seibu Lions,,Chiba Lotte Marines,,,https://r2.thesportsdb.com/images/media/event/thumb/5nlq131648817672.jpg
2391148,2026-07-15 09:00:00,Round 0,Tokyo Yakult Swallows,,Yomiuri Giants,,,https://r2.thesportsdb.com/images/media/event/thumb/2sr3e31648817494.jpg
2391153,2026-07-16 04:00:00,Round 0,Hokkaido Nippon-Ham Fighters,,Fukuoka SoftBank Hawks,,,https://r2.thesportsdb.com/images/media/event/thumb/woa0rr1648817684.jpg
2391149,2026-07-16 09:00:00,Round 0,Tokyo Yakult Swallows,,Yomiuri Giants,,,https://r2.thesportsdb.com/images/media/event/thumb/2sr3e31648817494.jpg
2391150,2026-07-16 09:00:00,Round 0,Saitama Seibu Lions,,Chiba Lotte Marines,,,https://r2.thesportsdb.com/images/media/event/thumb/5nlq131648817672.jpg
2391151,2026-07-16 09:00:00,Round 0,Tohoku Rakuten Golden Eagles,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/hhc48k1648817686.jpg
2391152,2026-07-16 09:00:00,Round 0,Chunichi Dragons,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/auzwfd1648817501.jpg
2391154,2026-07-17 09:00:00,Round 0,Hiroshima Toyo Carp,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/bxhhes1648817461.jpg
2391155,2026-07-17 09:00:00,Round 0,Yokohama DeNA BayStars,,Tokyo Yakult Swallows,,,https://r2.thesportsdb.com/images/media/event/thumb/zpvafr1648817494.jpg
2391156,2026-07-17 09:00:00,Round 0,Yomiuri Giants,,Chunichi Dragons,,,https://r2.thesportsdb.com/images/media/event/thumb/c65xor1648817493.jpg
2391159,2026-07-18 05:00:00,Round 0,Orix Buffaloes,,Hokkaido Nippon-Ham Fighters,,,https://r2.thesportsdb.com/images/media/event/thumb/vl99t21648817679.jpg
2391162,2026-07-18 05:00:00,Round 0,Yomiuri Giants,,Chunichi Dragons,,,https://r2.thesportsdb.com/images/media/event/thumb/c65xor1648817493.jpg
2391157,2026-07-18 09:00:00,Round 0,Chiba Lotte Marines,,Fukuoka SoftBank Hawks,,,https://r2.thesportsdb.com/images/media/event/thumb/cavtxc1648817646.jpg
2391158,2026-07-18 09:00:00,Round 0,Hiroshima Toyo Carp,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/bxhhes1648817461.jpg
2391160,2026-07-18 09:00:00,Round 0,Tohoku Rakuten Golden Eagles,,Saitama Seibu Lions,,,https://r2.thesportsdb.com/images/media/event/thumb/j0ppla1648817689.jpg
2391161,2026-07-18 09:00:00,Round 0,Yokohama DeNA BayStars,,Tokyo Yakult Swallows,,,https://r2.thesportsdb.com/images/media/event/thumb/zpvafr1648817494.jpg
2391167,2026-07-19 04:00:00,Round 0,Orix Buffaloes,,Hokkaido Nippon-Ham Fighters,,,https://r2.thesportsdb.com/images/media/event/thumb/vl99t21648817679.jpg
2391164,2026-07-19 05:00:00,Round 0,Yomiuri Giants,,Chunichi Dragons,,,https://r2.thesportsdb.com/images/media/event/thumb/c65xor1648817493.jpg
2391163,2026-07-19 09:00:00,Round 0,Yokohama DeNA BayStars,,Tokyo Yakult Swallows,,,https://r2.thesportsdb.com/images/media/event/thumb/zpvafr1648817494.jpg
2391165,2026-07-19 09:00:00,Round 0,Chiba Lotte Marines,,Fukuoka SoftBank Hawks,,,https://r2.thesportsdb.com/images/media/event/thumb/cavtxc1648817646.jpg
2391166,2026-07-19 09:00:00,Round 0,Tohoku Rakuten Golden Eagles,,Saitama Seibu Lions,,,https://r2.thesportsdb.com/images/media/event/thumb/j0ppla1648817689.jpg
2391168,2026-07-19 09:00:00,Round 0,Hiroshima Toyo Carp,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/bxhhes1648817461.jpg
2391171,2026-07-20 04:00:00,Round 0,Orix Buffaloes,,Hokkaido Nippon-Ham Fighters,,,https://r2.thesportsdb.com/images/media/event/thumb/vl99t21648817679.jpg
2391172,2026-07-20 07:00:00,Round 0,Tohoku Rakuten Golden Eagles,,Saitama Seibu Lions,,,https://r2.thesportsdb.com/images/media/event/thumb/j0ppla1648817689.jpg
2391169,2026-07-20 08:00:00,Round 0,Chiba Lotte Marines,,Fukuoka SoftBank Hawks,,,https://r2.thesportsdb.com/images/media/event/thumb/cavtxc1648817646.jpg
2391170,2026-07-20 09:00:00,Round 0,Hanshin Tigers,,Yokohama DeNA BayStars,,,https://r2.thesportsdb.com/images/media/event/thumb/ya61li1648817478.jpg
2391173,2026-07-20 09:00:00,Round 0,Tokyo Yakult Swallows,,Chunichi Dragons,,,https://r2.thesportsdb.com/images/media/event/thumb/burai31648817487.jpg
2391174,2026-07-20 09:00:00,Round 0,Yomiuri Giants,,Hiroshima Toyo Carp,,,https://r2.thesportsdb.com/images/media/event/thumb/o8mc471648817502.jpg
2391175,2026-07-21 09:00:00,Round 0,Yomiuri Giants,,Hiroshima Toyo Carp,,,https://r2.thesportsdb.com/images/media/event/thumb/o8mc471648817502.jpg
2391176,2026-07-21 09:00:00,Round 0,Hanshin Tigers,,Yokohama DeNA BayStars,,,https://r2.thesportsdb.com/images/media/event/thumb/ya61li1648817478.jpg
2391177,2026-07-21 09:00:00,Round 0,Fukuoka SoftBank Hawks,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/y37sut1648817649.jpg
