idEvent,strTimestamp,Round,Home Team,Home Score,Away Team,Away Score,Poster,Thumb
2390866,2026-05-15 09:00:00,Round 0,Hokkaido Nippon-Ham Fighters,,Saitama Seibu Lions,,,https://r2.thesportsdb.com/images/media/event/thumb/5rblxc1648817686.jpg
2390867,2026-05-15 09:00:00,Round 0,Hanshin Tigers,,Hiroshima Toyo Carp,,,https://r2.thesportsdb.com/images/media/event/thumb/6lzdbv1648817517.jpg
2390868,2026-05-15 09:00:00,Round 0,Chiba Lotte Marines,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/387a2o1648817683.jpg
2390873,2026-05-16 04:00:00,Round 0,Tohoku Rakuten Golden Eagles,,Fukuoka SoftBank Hawks,,,https://r2.thesportsdb.com/images/media/event/thumb/zpjfsv1648817679.jpg
2390869,2026-05-16 05:00:00,Round 0,Chiba Lotte Marines,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/387a2o1648817683.jpg
2390870,2026-05-16 05:00:00,Round 0,Chunichi Dragons,,Tokyo Yakult Swallows,,,https://r2.thesportsdb.com/images/media/event/thumb/gpb7oi1648817513.jpg
2390871,2026-05-16 05:00:00,Round 0,Hanshin Tigers,,Hiroshima Toyo Carp,,,https://r2.thesportsdb.com/images/media/event/thumb/6lzdbv1648817517.jpg
2390872,2026-05-16 05:00:00,Round 0,Hokkaido Nippon-Ham Fighters,,Saitama Seibu Lions,,,https://r2.thesportsdb.com/images/media/event/thumb/5rblxc1648817686.jpg
2390874,2026-05-16 05:00:00,Round 0,Yomiuri Giants,,Yokohama DeNA BayStars,,,https://r2.thesportsdb.com/images/media/event/thumb/7op0zn1648817502.jpg
2390876,2026-05-17 04:00:00,Round 0,Tohoku Rakuten Golden Eagles,,Fukuoka SoftBank Hawks,,,https://r2.thesportsdb.com/images/media/event/thumb/zpjfsv1648817679.jpg
2390877,2026-05-17 04:00:00,Round 0,Hokkaido Nippon-Ham Fighters,,Saitama Seibu Lions,,,https://r2.thesportsdb.com/images/media/event/thumb/5rblxc1648817686.jpg
2390879,2026-05-17 04:30:00,Round 0,Chunichi Dragons,,Tokyo Yakult Swallows,,,https://r2.thesportsdb.com/images/media/event/thumb/gpb7oi1648817513.jpg
2390875,2026-05-17 05:00:00,Round 0,Yomiuri Giants,,Yokohama DeNA BayStars,,,https://r2.thesportsdb.com/images/media/event/thumb/7op0zn1648817502.jpg
2390878,2026-05-17 05:00:00,Round 0,Hanshin Tigers,,Hiroshima Toyo Carp,,,https://r2.thesportsdb.com/images/media/event/thumb/6lzdbv1648817517.jpg
2390880,2026-05-17 05:00:00,Round 0,Chiba Lotte Marines,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/387a2o1648817683.jpg
2390881,2026-05-19 09:00:00,Round 0,Hanshin Tigers,,Chunichi Dragons,,,https://r2.thesportsdb.com/images/media/event/thumb/7liwqe1648817522.jpg
2390882,2026-05-19 09:00:00,Round 0,Hiroshima Toyo Carp,,Yokohama DeNA BayStars,,,https://r2.thesportsdb.com/images/media/event/thumb/xeqkw71648817487.jpg
2390883,2026-05-19 09:00:00,Round 0,Hokkaido Nippon-Ham Fighters,,Tohoku Rakuten Golden Eagles,,,https://r2.thesportsdb.com/images/media/event/thumb/xfj24v1648817687.jpg
2390884,2026-05-19 09:00:00,Round 0,Orix Buffaloes,,Fukuoka SoftBank Hawks,,,https://r2.thesportsdb.com/images/media/event/thumb/nwi0dg1648817682.jpg
2390885,2026-05-19 09:00:00,Round 0,Saitama Seibu Lions,,Chiba Lotte Marines,,,https://r2.thesportsdb.com/images/media/event/thumb/5nlq131648817672.jpg
2390886,2026-05-19 09:00:00,Round 0,Tokyo Yakult Swallows,,Yomiuri Giants,,,https://r2.thesportsdb.com/images/media/event/thumb/2sr3e31648817494.jpg
2390887,2026-05-20 09:00:00,Round 0,Saitama Seibu Lions,,Chiba Lotte Marines,,,https://r2.thesportsdb.com/images/media/event/thumb/5nlq131648817672.jpg
2390888,2026-05-20 09:00:00,Round 0,Orix Buffaloes,,Fukuoka SoftBank Hawks,,,https://r2.thesportsdb.com/images/media/event/thumb/nwi0dg1648817682.jpg
2390889,2026-05-20 09:00:00,Round 0,Hokkaido Nippon-Ham Fighters,,Tohoku Rakuten Golden Eagles,,,https://r2.thesportsdb.com/images/media/event/thumb/xfj24v1648817687.jpg
2390890,2026-05-20 09:00:00,Round 0,Hiroshima Toyo Carp,,Yokohama DeNA BayStars,,,https://r2.thesportsdb.com/images/media/event/thumb/xeqkw71648817487.jpg
2390891,2026-05-20 09:00:00,Round 0,Hanshin Tigers,,Chunichi Dragons,,,https://r2.thesportsdb.com/images/media/event/thumb/7liwqe1648817522.jpg
2390892,2026-05-21 09:00:00,Round 0,Hanshin Tigers,,Chunichi Dragons,,,https://r2.thesportsdb.com/images/media/event/thumb/7liwqe1648817522.jpg
2390893,2026-05-21 09:00:00,Round 0,Hiroshima Toyo Carp,,Yokohama DeNA BayStars,,,https://r2.thesportsdb.com/images/media/event/thumb/xeqkw71648817487.jpg
2390894,2026-05-21 09:00:00,Round 0,Tokyo Yakult Swallows,,Yomiuri Giants,,,https://r2.thesportsdb.com/images/media/event/thumb/2sr3e31648817494.jpg
2390895,2026-05-22 09:00:00,Round 0,Chunichi Dragons,,Hiroshima Toyo Carp,,,https://r2.thesportsdb.com/images/media/event/thumb/yhr79f1648817490.jpg
2390896,2026-05-22 09:00:00,Round 0,Fukuoka SoftBank Hawks,,Hokkaido Nippon-Ham Fighters,,,https://r2.thesportsdb.com/images/media/event/thumb/9wvkln1648817655.jpg
2390897,2026-05-22 09:00:00,Round 0,Tohoku Rakuten Golden Eagles,,Chiba Lotte Marines,,,https://r2.thesportsdb.com/images/media/event/thumb/e7n11l1648817675.jpg
2390898,2026-05-22 09:00:00,Round 0,Saitama Seibu Lions,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/wtuidf1648817673.jpg
2390899,2026-05-22 09:00:00,Round 0,Yomiuri Giants,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/l0tcug1648817497.jpg
2390901,2026-05-23 05:00:00,Round 0,Yokohama DeNA BayStars,,Tokyo Yakult Swallows,,,https://r2.thesportsdb.com/images/media/event/thumb/zpvafr1648817494.jpg
2390902,2026-05-23 05:00:00,Round 0,Tohoku Rakuten Golden Eagles,,Chiba Lotte Marines,,,https://r2.thesportsdb.com/images/media/event/thumb/e7n11l1648817675.jpg
2390903,2026-05-23 05:00:00,Round 0,Saitama Seibu Lions,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/wtuidf1648817673.jpg
2390904,2026-05-23 05:00:00,Round 0,Fukuoka SoftBank Hawks,,Hokkaido Nippon-Ham Fighters,,,https://r2.thesportsdb.com/images/media/event/thumb/9wvkln1648817655.jpg
2390905,2026-05-23 05:00:00,Round 0,Chunichi Dragons,,Hiroshima Toyo Carp,,,https://r2.thesportsdb.com/images/media/event/thumb/yhr79f1648817490.jpg
2390900,2026-05-23 09:00:00,Round 0,Yomiuri Giants,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/l0tcug1648817497.jpg
2390908,2026-05-24 04:00:00,Round 0,Tohoku Rakuten Golden Eagles,,Chiba Lotte Marines,,,https://r2.thesportsdb.com/images/media/event/thumb/e7n11l1648817675.jpg
2390909,2026-05-24 04:00:00,Round 0,Saitama Seibu Lions,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/wtuidf1648817673.jpg
2390906,2026-05-24 04:30:00,Round 0,Chunichi Dragons,,Hiroshima Toyo Carp,,,https://r2.thesportsdb.com/images/media/event/thumb/yhr79f1648817490.jpg
2390907,2026-05-24 05:00:00,Round 0,Fukuoka SoftBank Hawks,,Hokkaido Nippon-Ham Fighters,,,https://r2.thesportsdb.com/images/media/event/thumb/9wvkln1648817655.jpg
2390910,2026-05-24 05:00:00,Round 0,Yokohama DeNA BayStars,,Tokyo Yakult Swallows,,,https://r2.thesportsdb.com/images/media/event/thumb/zpvafr1648817494.jpg
2390911,2026-05-24 05:00:00,Round 0,Yomiuri Giants,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/l0tcug1648817497.jpg
2390913,2026-05-26 08:45:00,Round 0,Yokohama DeNA BayStars,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/9yalg11648817511.jpg
2390912,2026-05-26 09:00:00,Round 0,Yomiuri Giants,,Fukuoka SoftBank Hawks,,,https://r2.thesportsdb.com/images/media/event/thumb/36jz6d1648817391.jpg
2390914,2026-05-26 09:00:00,Round 0,Hiroshima Toyo Carp,,Chiba Lotte Marines,,,https://r2.thesportsdb.com/images/media/event/thumb/hzbsw91648817376.jpg
2390915,2026-05-26 09:00:00,Round 0,Tokyo Yakult Swallows,,Saitama Seibu Lions,,,https://r2.thesportsdb.com/images/media/event/thumb/7si5gi1648817398.jpg
2390916,2026-05-26 09:00:00,Round 0,Hanshin Tigers,,Hokkaido Nippon-Ham Fighters,,,https://r2.thesportsdb.com/images/media/event/thumb/txsjjm1648817397.jpg
2390917,2026-05-26 09:00:00,Round 0,Chunichi Dragons,,Tohoku Rakuten Golden Eagles,,,https://r2.thesportsdb.com/images/media/event/thumb/6thggr1648817534.jpg
2390922,2026-05-27 08:45:00,Round 0,Yokohama DeNA BayStars,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/9yalg11648817511.jpg
2390918,2026-05-27 09:00:00,Round 0,Chunichi Dragons,,Tohoku Rakuten Golden Eagles,,,https://r2.thesportsdb.com/images/media/event/thumb/6thggr1648817534.jpg
2390919,2026-05-27 09:00:00,Round 0,Hanshin Tigers,,Hokkaido Nippon-Ham Fighters,,,https://r2.thesportsdb.com/images/media/event/thumb/txsjjm1648817397.jpg
2390920,2026-05-27 09:00:00,Round 0,Hiroshima Toyo Carp,,Chiba Lotte Marines,,,https://r2.thesportsdb.com/images/media/event/thumb/hzbsw91648817376.jpg
2390921,2026-05-27 09:00:00,Round 0,Tokyo Yakult Swallows,,Saitama Seibu Lions,,,https://r2.thesportsdb.com/images/media/event/thumb/7si5gi1648817398.jpg
2390923,2026-05-27 09:00:00,Round 0,Yomiuri Giants,,Fukuoka SoftBank Hawks,,,https://r2.thesportsdb.com/images/media/event/thumb/36jz6d1648817391.jpg
2390926,2026-05-28 08:45:00,Round 0,Yokohama DeNA BayStars,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/9yalg11648817511.jpg
2390924,2026-05-28 09:00:00,Round 0,Yomiuri Giants,,Fukuoka SoftBank Hawks,,,https://r2.thesportsdb.com/images/media/event/thumb/36jz6d1648817391.jpg
2390925,2026-05-28 09:00:00,Round 0,Tokyo Yakult Swallows,,Saitama Seibu Lions,,,https://r2.thesportsdb.com/images/media/event/thumb/7si5gi1648817398.jpg
2390927,2026-05-28 09:00:00,Round 0,Hiroshima Toyo Carp,,Chiba Lotte Marines,,,https://r2.thesportsdb.com/images/media/event/thumb/hzbsw91648817376.jpg
2390928,2026-05-28 09:00:00,Round 0,Chunichi Dragons,,Tohoku Rakuten Golden Eagles,,,https://r2.thesportsdb.com/images/media/event/thumb/6thggr1648817534.jpg
2390929,2026-05-28 09:00:00,Round 0,Hanshin Tigers,,Hokkaido Nippon-Ham Fighters,,,https://r2.thesportsdb.com/images/media/event/thumb/txsjjm1648817397.jpg
2390930,2026-05-29 09:00:00,Round 0,Chiba Lotte Marines,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/yfiavd1648817384.jpg
2390931,2026-05-29 09:00:00,Round 0,Fukuoka SoftBank Hawks,,Hiroshima Toyo Carp,,,https://r2.thesportsdb.com/images/media/event/thumb/mby9u61648817533.jpg
2390932,2026-05-29 09:00:00,Round 0,Hokkaido Nippon-Ham Fighters,,Yomiuri Giants,,,https://r2.thesportsdb.com/images/media/event/thumb/b1otxj1648817511.jpg
2390933,2026-05-29 09:00:00,Round 0,Orix Buffaloes,,Chunichi Dragons,,,https://r2.thesportsdb.com/images/media/event/thumb/8euy3x1648817526.jpg
2390934,2026-05-29 09:00:00,Round 0,Tohoku Rakuten Golden Eagles,,Tokyo Yakult Swallows,,,https://r2.thesportsdb.com/images/media/event/thumb/0mmeas1648817516.jpg
2390935,2026-05-29 09:00:00,Round 0,Saitama Seibu Lions,,Yokohama DeNA BayStars,,,https://r2.thesportsdb.com/images/media/event/thumb/o5gvin1648817383.jpg
2390936,2026-05-30 05:00:00,Round 0,Tohoku Rakuten Golden Eagles,,Tokyo Yakult Swallows,,,https://r2.thesportsdb.com/images/media/event/thumb/0mmeas1648817516.jpg
2390937,2026-05-30 05:00:00,Round 0,Saitama Seibu Lions,,Yokohama DeNA BayStars,,,https://r2.thesportsdb.com/images/media/event/thumb/o5gvin1648817383.jpg
2390938,2026-05-30 05:00:00,Round 0,Hokkaido Nippon-Ham Fighters,,Yomiuri Giants,,,https://r2.thesportsdb.com/images/media/event/thumb/b1otxj1648817511.jpg
2390939,2026-05-30 05:00:00,Round 0,Orix Buffaloes,,Chunichi Dragons,,,https://r2.thesportsdb.com/images/media/event/thumb/8euy3x1648817526.jpg
2390940,2026-05-30 05:00:00,Round 0,Fukuoka SoftBank Hawks,,Hiroshima Toyo Carp,,,https://r2.thesportsdb.com/images/media/event/thumb/mby9u61648817533.jpg
2390941,2026-05-30 05:00:00,Round 0,Chiba Lotte Marines,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/yfiavd1648817384.jpg
2390942,2026-05-31 04:00:00,Round 0,Chiba Lotte Marines,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/yfiavd1648817384.jpg
2390943,2026-05-31 04:00:00,Round 0,Fukuoka SoftBank Hawks,,Hiroshima Toyo Carp,,,https://r2.thesportsdb.com/images/media/event/thumb/mby9u61648817533.jpg
2390944,2026-05-31 04:00:00,Round 0,Hokkaido Nippon-Ham Fighters,,Yomiuri Giants,,,https://r2.thesportsdb.com/images/media/event/thumb/b1otxj1648817511.jpg
2390945,2026-05-31 04:00:00,Round 0,Orix Buffaloes,,Chunichi Dragons,,,https://r2.thesportsdb.com/images/media/event/thumb/8euy3x1648817526.jpg
2390946,2026-05-31 04:00:00,Round 0,Tohoku Rakuten Golden Eagles,,Tokyo Yakult Swallows,,,https://r2.thesportsdb.com/images/media/event/thumb/0mmeas1648817516.jpg
2390947,2026-05-31 05:00:00,Round 0,Saitama Seibu Lions,,Yokohama DeNA BayStars,,,https://r2.thesportsdb.com/images/media/event/thumb/o5gvin1648817383.jpg
2390948,2026-06-02 09:00:00,Round 0,Yokohama DeNA BayStars,,Tohoku Rakuten Golden Eagles,,,https://r2.thesportsdb.com/images/media/event/thumb/xip7ld1648817398.jpg
2390949,2026-06-02 09:00:00,Round 0,Yomiuri Giants,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/8t364a1648817376.jpg
2390950,2026-06-02 09:00:00,Round 0,Hiroshima Toyo Carp,,Hokkaido Nippon-Ham Fighters,,,https://r2.thesportsdb.com/images/media/event/thumb/iegc5z1648817524.jpg
2390951,2026-06-02 09:00:00,Round 0,Tokyo Yakult Swallows,,Chiba Lotte Marines,,,https://r2.thesportsdb.com/images/media/event/thumb/j0qwta1648817390.jpg
2390952,2026-06-02 09:00:00,Round 0,Hanshin Tigers,,Saitama Seibu Lions,,,https://r2.thesportsdb.com/images/media/event/thumb/s2rdkr1648817392.jpg
2390953,2026-06-02 09:00:00,Round 0,Chunichi Dragons,,Fukuoka SoftBank Hawks,,,https://r2.thesportsdb.com/images/media/event/thumb/g2fdu91648817397.jpg
2390954,2026-06-03 09:00:00,Round 0,Chunichi Dragons,,Fukuoka SoftBank Hawks,,,https://r2.thesportsdb.com/images/media/event/thumb/g2fdu91648817397.jpg
2390955,2026-06-03 09:00:00,Round 0,Hanshin Tigers,,Saitama Seibu Lions,,,https://r2.thesportsdb.com/images/media/event/thumb/s2rdkr1648817392.jpg
2390956,2026-06-03 09:00:00,Round 0,Hiroshima Toyo Carp,,Hokkaido Nippon-Ham Fighters,,,https://r2.thesportsdb.com/images/media/event/thumb/iegc5z1648817524.jpg
2390957,2026-06-03 09:00:00,Round 0,Tokyo Yakult Swallows,,Chiba Lotte Marines,,,https://r2.thesportsdb.com/images/media/event/thumb/j0qwta1648817390.jpg
2390958,2026-06-03 09:00:00,Round 0,Yokohama DeNA BayStars,,Tohoku Rakuten Golden Eagles,,,https://r2.thesportsdb.com/images/media/event/thumb/xip7ld1648817398.jpg
2390959,2026-06-03 09:00:00,Round 0,Yomiuri Giants,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/8t364a1648817376.jpg
2390960,2026-06-04 09:00:00,Round 0,Yokohama DeNA BayStars,,Tohoku Rakuten Golden Eagles,,,https://r2.thesportsdb.com/images/media/event/thumb/xip7ld1648817398.jpg
2390961,2026-06-04 09:00:00,Round 0,Yomiuri Giants,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/8t364a1648817376.jpg
2390962,2026-06-04 09:00:00,Round 0,Hiroshima Toyo Carp,,Hokkaido Nippon-Ham Fighters,,,https://r2.thesportsdb.com/images/media/event/thumb/iegc5z1648817524.jpg
2390963,2026-06-04 09:00:00,Round 0,Tokyo Yakult Swallows,,Chiba Lotte Marines,,,https://r2.thesportsdb.com/images/media/event/thumb/j0qwta1648817390.jpg
2390964,2026-06-04 09:00:00,Round 0,Hanshin Tigers,,Saitama Seibu Lions,,,https://r2.thesportsdb.com/images/media/event/thumb/s2rdkr1648817392.jpg
2390965,2026-06-04 09:00:00,Round 0,Chunichi Dragons,,Fukuoka SoftBank Hawks,,,https://r2.thesportsdb.com/images/media/event/thumb/g2fdu91648817397.jpg
2390966,2026-06-05 09:00:00,Round 0,Chunichi Dragons,,Saitama Seibu Lions,,,https://r2.thesportsdb.com/images/media/event/thumb/ze75691648817377.jpg
2390967,2026-06-05 09:00:00,Round 0,Hanshin Tigers,,Tohoku Rakuten Golden Eagles,,,https://r2.thesportsdb.com/images/media/event/thumb/1gi4y71648817512.jpg
2390968,2026-06-05 09:00:00,Round 0,Hiroshima Toyo Carp,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/coemsp1648817397.jpg
2390969,2026-06-05 09:00:00,Round 0,Tokyo Yakult Swallows,,Hokkaido Nippon-Ham Fighters,,,https://r2.thesportsdb.com/images/media/event/thumb/z9gb5t1648817375.jpg
2390970,2026-06-05 09:00:00,Round 0,Yokohama DeNA BayStars,,Fukuoka SoftBank Hawks,,,https://r2.thesportsdb.com/images/media/event/thumb/d3p6n31648817376.jpg
2390971,2026-06-05 09:00:00,Round 0,Yomiuri Giants,,Chiba Lotte Marines,,,https://r2.thesportsdb.com/images/media/event/thumb/n133we1648817535.jpg
2390972,2026-06-06 05:00:00,Round 0,Tokyo Yakult Swallows,,Hokkaido Nippon-Ham Fighters,,,https://r2.thesportsdb.com/images/media/event/thumb/z9gb5t1648817375.jpg
2390973,2026-06-06 05:00:00,Round 0,Yokohama DeNA BayStars,,Fukuoka SoftBank Hawks,,,https://r2.thesportsdb.com/images/media/event/thumb/d3p6n31648817376.jpg
2390975,2026-06-06 05:00:00,Round 0,Hiroshima Toyo Carp,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/coemsp1648817397.jpg
2390976,2026-06-06 05:00:00,Round 0,Chunichi Dragons,,Saitama Seibu Lions,,,https://r2.thesportsdb.com/images/media/event/thumb/ze75691648817377.jpg
2390977,2026-06-06 05:00:00,Round 0,Hanshin Tigers,,Tohoku Rakuten Golden Eagles,,,https://r2.thesportsdb.com/images/media/event/thumb/1gi4y71648817512.jpg
2390974,2026-06-06 09:00:00,Round 0,Yomiuri Giants,,Chiba Lotte Marines,,,https://r2.thesportsdb.com/images/media/event/thumb/n133we1648817535.jpg
2390978,2026-06-07 04:30:00,Round 0,Chunichi Dragons,,Saitama Seibu Lions,,,https://r2.thesportsdb.com/images/media/event/thumb/ze75691648817377.jpg
2390980,2026-06-07 04:30:00,Round 0,Hiroshima Toyo Carp,,Orix Buffaloes,,,https://r2.thesportsdb.com/images/media/event/thumb/coemsp1648817397.jpg
2390979,2026-06-07 05:00:00,Round 0,Hanshin Tigers,,Tohoku Rakuten Golden Eagles,,,https://r2.thesportsdb.com/images/media/event/thumb/1gi4y71648817512.jpg
2390981,2026-06-07 05:00:00,Round 0,Tokyo Yakult Swallows,,Hokkaido Nippon-Ham Fighters,,,https://r2.thesportsdb.com/images/media/event/thumb/z9gb5t1648817375.jpg
2390982,2026-06-07 05:00:00,Round 0,Yokohama DeNA BayStars,,Fukuoka SoftBank Hawks,,,https://r2.thesportsdb.com/images/media/event/thumb/d3p6n31648817376.jpg
2390983,2026-06-07 05:00:00,Round 0,Yomiuri Giants,,Chiba Lotte Marines,,,https://r2.thesportsdb.com/images/media/event/thumb/n133we1648817535.jpg
2390984,2026-06-09 09:00:00,Round 0,Tohoku Rakuten Golden Eagles,,Yomiuri Giants,,,https://r2.thesportsdb.com/images/media/event/thumb/dgzwie1648817412.jpg
2390985,2026-06-09 09:00:00,Round 0,Saitama Seibu Lions,,Hiroshima Toyo Carp,,,https://r2.thesportsdb.com/images/media/event/thumb/orgb3k1648817413.jpg
2390986,2026-06-09 09:00:00,Round 0,Hokkaido Nippon-Ham Fighters,,Yokohama DeNA BayStars,,,https://r2.thesportsdb.com/images/media/event/thumb/s0rnmd1648817536.jpg
2390987,2026-06-09 09:00:00,Round 0,Orix Buffaloes,,Tokyo Yakult Swallows,,,https://r2.thesportsdb.com/images/media/event/thumb/te98s41648817405.jpg
2390988,2026-06-09 09:00:00,Round 0,Fukuoka SoftBank Hawks,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/g4pvm71648817530.jpg
2390989,2026-06-09 09:00:00,Round 0,Chiba Lotte Marines,,Chunichi Dragons,,,https://r2.thesportsdb.com/images/media/event/thumb/5zzcv41648817404.jpg
2390990,2026-06-10 09:00:00,Round 0,Chiba Lotte Marines,,Chunichi Dragons,,,https://r2.thesportsdb.com/images/media/event/thumb/5zzcv41648817404.jpg
2390991,2026-06-10 09:00:00,Round 0,Fukuoka SoftBank Hawks,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/g4pvm71648817530.jpg
2390992,2026-06-10 09:00:00,Round 0,Hokkaido Nippon-Ham Fighters,,Yokohama DeNA BayStars,,,https://r2.thesportsdb.com/images/media/event/thumb/s0rnmd1648817536.jpg
2390993,2026-06-10 09:00:00,Round 0,Orix Buffaloes,,Tokyo Yakult Swallows,,,https://r2.thesportsdb.com/images/media/event/thumb/te98s41648817405.jpg
2390994,2026-06-10 09:00:00,Round 0,Tohoku Rakuten Golden Eagles,,Yomiuri Giants,,,https://r2.thesportsdb.com/images/media/event/thumb/dgzwie1648817412.jpg
2390995,2026-06-10 09:00:00,Round 0,Saitama Seibu Lions,,Hiroshima Toyo Carp,,,https://r2.thesportsdb.com/images/media/event/thumb/orgb3k1648817413.jpg
2390996,2026-06-11 09:00:00,Round 0,Orix Buffaloes,,Tokyo Yakult Swallows,,,https://r2.thesportsdb.com/images/media/event/thumb/te98s41648817405.jpg
2390997,2026-06-11 09:00:00,Round 0,Tohoku Rakuten Golden Eagles,,Yomiuri Giants,,,https://r2.thesportsdb.com/images/media/event/thumb/dgzwie1648817412.jpg
2390998,2026-06-11 09:00:00,Round 0,Saitama Seibu Lions,,Hiroshima Toyo Carp,,,https://r2.thesportsdb.com/images/media/event/thumb/orgb3k1648817413.jpg
2390999,2026-06-11 09:00:00,Round 0,Hokkaido Nippon-Ham Fighters,,Yokohama DeNA BayStars,,,https://r2.thesportsdb.com/images/media/event/thumb/s0rnmd1648817536.jpg
2391000,2026-06-11 09:00:00,Round 0,Chiba Lotte Marines,,Chunichi Dragons,,,https://r2.thesportsdb.com/images/media/event/thumb/5zzcv41648817404.jpg
2391001,2026-06-11 09:00:00,Round 0,Fukuoka SoftBank Hawks,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/g4pvm71648817530.jpg
2391002,2026-06-12 09:00:00,Round 0,Chiba Lotte Marines,,Yokohama DeNA BayStars,,,https://r2.thesportsdb.com/images/media/event/thumb/x1f6qz1648817411.jpg
2391003,2026-06-12 09:00:00,Round 0,Fukuoka SoftBank Hawks,,Tokyo Yakult Swallows,,,https://r2.thesportsdb.com/images/media/event/thumb/u3m7l41648817411.jpg
2391004,2026-06-12 09:00:00,Round 0,Hokkaido Nippon-Ham Fighters,,Chunichi Dragons,,,https://r2.thesportsdb.com/images/media/event/thumb/w47kza1648817411.jpg
2391005,2026-06-12 09:00:00,Round 0,Orix Buffaloes,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/9a0eic1648817537.jpg
2391006,2026-06-12 09:00:00,Round 0,Tohoku Rakuten Golden Eagles,,Hiroshima Toyo Carp,,,https://r2.thesportsdb.com/images/media/event/thumb/tts7f11648817405.jpg
2391007,2026-06-12 09:00:00,Round 0,Saitama Seibu Lions,,Yomiuri Giants,,,https://r2.thesportsdb.com/images/media/event/thumb/xl1ods1648817406.jpg
2391009,2026-06-13 05:00:00,Round 0,Tohoku Rakuten Golden Eagles,,Hiroshima Toyo Carp,,,https://r2.thesportsdb.com/images/media/event/thumb/tts7f11648817405.jpg
2391011,2026-06-13 05:00:00,Round 0,Hokkaido Nippon-Ham Fighters,,Chunichi Dragons,,,https://r2.thesportsdb.com/images/media/event/thumb/w47kza1648817411.jpg
2391012,2026-06-13 05:00:00,Round 0,Chiba Lotte Marines,,Yokohama DeNA BayStars,,,https://r2.thesportsdb.com/images/media/event/thumb/x1f6qz1648817411.jpg
2391013,2026-06-13 05:00:00,Round 0,Fukuoka SoftBank Hawks,,Tokyo Yakult Swallows,,,https://r2.thesportsdb.com/images/media/event/thumb/u3m7l41648817411.jpg
2391008,2026-06-13 06:00:00,Round 0,Orix Buffaloes,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/9a0eic1648817537.jpg
2391010,2026-06-13 09:00:00,Round 0,Saitama Seibu Lions,,Yomiuri Giants,,,https://r2.thesportsdb.com/images/media/event/thumb/xl1ods1648817406.jpg
2391014,2026-06-14 04:00:00,Round 0,Orix Buffaloes,,Hanshin Tigers,,,https://r2.thesportsdb.com/images/media/event/thumb/9a0eic1648817537.jpg
2391015,2026-06-14 04:00:00,Round 0,Tohoku Rakuten Golden Eagles,,Hiroshima Toyo Carp,,,https://r2.thesportsdb.com/images/media/event/thumb/tts7f11648817405.jpg
2391016,2026-06-14 04:00:00,Round 0,Saitama Seibu Lions,,Yomiuri Giants,,,https://r2.thesportsdb.com/images/media/event/thumb/xl1ods1648817406.jpg
2391017,2026-06-14 04:00:00,Round 0,Hokkaido Nippon-Ham Fighters,,Chunichi Dragons,,,https://r2.thesportsdb.com/images/media/event/thumb/w47kza1648817411.jpg
2391018,2026-06-14 04:00:00,Round 0,Fukuoka SoftBank Hawks,,Tokyo Yakult Swallows,,,https://r2.thesportsdb.com/images/media/event/thumb/u3m7l41648817411.jpg
2391019,2026-06-14 05:00:00,Round 0,Chiba Lotte Marines,,Yokohama DeNA BayStars,,,https://r2.thesportsdb.com/images/media/event/thumb/x1f6qz1648817411.jpg
2391020,2026-06-19 09:00:00,Round 0,Chiba Lotte Marines,,Tohoku Rakuten Golden Eagles,,,https://r2.thesportsdb.com/images/media/event/thumb/q038mx1648817663.jpg
2391021,2026-06-19 09:00:00,Round 0,Hokkaido Nippon-Ham Fighters,,Fukuoka SoftBank Hawks,,,https://r2.thesportsdb.com/images/media/event/thumb/woa0rr1648817684.jpg
